指数代码,指数名称,发布日期,收盘指数,成交量,涨跌幅,换手率,市盈率,市净率,均价,成交额占比,流通市值,平均流通市值,股息率
801077,工程机械,2026-08-06,22223.85,5.24,-0.06,1.94,19.54,1.96,24.69,0.3,3704.8,132.31,2.19
801078,自动化设备,2026-08-06,20346.11,10.31,0.44,5.48,78.08,5.77,51.77,2.24,7496.78,94.9,0.36
801081,半导体,2026-08-06,9862.4,48.36,1.42,8.47,119.81,9.26,128.07,17.57,51797.26,291.0,0.14
801082,其他电子Ⅱ,2026-08-06,15926.25,6.15,1.33,6.85,55.9,5.34,37.21,0.86,2175.76,65.93,0.34
801083,元件,2026-08-06,21663.99,25.71,2.33,11.46,76.82,9.53,66.09,6.41,15328.35,255.47,0.48
801044,普钢,2026-08-06,2083.99,16.25,-0.88,2.78,36.78,0.78,3.06,0.23,1539.87,69.99,1.64
801153,医疗器械,2026-08-06,5671.97,8.27,-0.95,3.34,36.63,2.37,30.46,0.99,5887.09,45.64,1.29
801735,光伏设备,2026-08-06,5355.8,16.12,-0.95,3.78,44.12,2.64,29.52,1.35,7375.94,111.76,0.79
801155,中药Ⅱ,2026-08-06,5684.94,12.52,-0.5,3.24,23.61,1.96,16.42,0.6,3901.27,59.11,3.04
801742,航空装备Ⅱ,2026-08-06,8245.02,5.78,-0.09,3.22,64.25,3.07,29.35,0.7,4368.42,97.08,0.55
801743,地面兵装Ⅱ,2026-08-06,14856.46,2.32,-1.09,4.94,109.78,2.87,24.09,0.2,633.35,52.78,0.38
801744,航海装备Ⅱ,2026-08-06,3194.67,2.37,-0.12,2.69,27.15,2.18,33.87,0.32,2552.38,255.24,0.71
801745,军工电子Ⅱ,2026-08-06,6011.02,9.37,0.77,5.01,92.53,4.31,38.33,1.14,4808.62,78.83,0.33
801764,游戏Ⅱ,2026-08-06,2912.78,14.05,-1.89,5.39,24.94,3.29,28.44,0.87,3360.53,129.25,1.29
801765,广告营销,2026-08-06,2683.07,24.01,-1.94,9.41,61.55,4.34,11.58,1.19,2094.46,74.8,2.73
801766,影视院线,2026-08-06,1067.24,10.03,-1.57,7.66,249.09,2.65,9.0,0.33,907.6,47.77,0.28
801767,数字媒体,2026-08-06,1643.55,2.66,-1.22,7.67,67.59,2.73,20.34,0.22,576.75,41.2,0.52
801769,出版,2026-08-06,1441.68,5.08,-1.96,4.76,23.05,1.53,11.17,0.3,843.67,29.09,2.06
801782,国有大型银行Ⅱ,2026-08-06,1907.9,19.09,0.63,1.8,7.26,0.6,6.98,0.62,7270.0,1211.67,4.1
801783,股份制银行Ⅱ,2026-08-06,4187.82,10.83,0.21,1.12,5.57,0.44,11.32,0.44,9880.09,1097.79,5.29
801784,城商行Ⅱ,2026-08-06,1042.33,8.19,0.39,1.23,5.86,0.52,9.66,0.3,6127.43,360.44,4.68
801785,农商行Ⅱ,2026-08-06,765.69,4.17,-0.29,1.54,5.71,0.53,4.99,0.09,1437.63,143.76,4.71
801881,摩托车及其他,2026-08-06,3412.04,1.31,-1.26,2.89,26.31,3.24,51.54,0.13,862.35,57.49,2.03
801951,煤炭开采,2026-08-06,3715.09,15.99,4.56,5.7,19.84,1.5,11.94,0.78,4020.12,154.62,2.59
801952,焦炭Ⅱ,2026-08-06,1147.95,4.3,2.27,5.72,574.73,1.24,3.32,0.07,250.39,35.77,0.47
801961,油气开采Ⅱ,2026-08-06,2509.3,1.91,0.89,1.77,15.29,1.54,11.15,0.08,974.7,243.67,2.38
801962,油服工程,2026-08-06,2361.74,5.24,1.28,4.62,25.53,1.59,10.48,0.23,642.23,49.4,1.63
801963,炼化及贸易,2026-08-06,3014.15,11.54,1.98,2.57,20.44,1.28,10.36,0.47,3736.36,124.55,2.09
801971,环境治理,2026-08-06,1848.49,13.59,-0.77,3.26,23.32,1.43,13.39,0.63,3021.06,29.05,1.4
801972,环保设备Ⅱ,2026-08-06,2117.71,5.18,0.27,7.79,39.23,2.3,17.2,0.27,808.99,31.12,1.05
801981,个护用品,2026-08-06,1238.54,0.57,-0.47,2.94,27.51,1.88,19.02,0.04,248.4,20.7,2.01
801982,化妆品,2026-08-06,5831.0,1.18,-0.82,4.41,28.78,2.49,21.56,0.1,416.54,32.04,1.53
801983,医疗美容,2026-08-06,1089.53,0.23,-1.84,2.26,38.48,3.36,48.02,0.04,232.18,77.39,1.3
801991,航空机场,2026-08-06,2378.92,6.42,-1.0,1.64,24.97,2.18,12.32,0.13,1681.09,140.09,1.1
801992,航运港口,2026-08-06,3379.26,11.99,-0.76,2.82,14.31,1.3,7.92,0.42,2857.11,84.03,3.3
801993,旅游及景区,2026-08-06,1892.95,1.98,-0.29,2.28,44.12,2.4,14.18,0.08,633.93,25.36,1.29
801994,教育,2026-08-06,1793.38,10.21,-2.56,9.2,98.81,4.41,13.59,0.25,522.86,30.76,0.45
801154,医药商业,2026-08-06,4526.31,5.74,0.28,4.71,17.86,1.19,13.03,0.29,1144.23,35.76,2.3
801741,航天装备Ⅱ,2026-08-06,25771.43,2.15,1.7,5.12,379.96,4.73,39.03,0.32,1144.56,127.17,0.1
801738,电网设备,2026-08-06,5553.58,32.96,-1.09,6.1,31.65,2.82,19.8,2.14,8730.42,69.29,1.16
801995,电视广播Ⅱ,2026-08-06,1008.01,3.99,-1.77,3.48,64.31,1.11,9.77,0.11,646.19,46.16,1.3
801736,风电设备,2026-08-06,2209.28,6.73,0.06,4.41,33.28,1.63,24.64,0.49,1938.56,64.62,0.66
801737,电池,2026-08-06,23191.64,20.56,-2.74,4.74,27.51,3.36,36.9,3.26,19996.59,206.15,1.19
801156,医疗服务,2026-08-06,7697.66,11.07,-2.2,4.64,30.93,3.77,34.15,1.5,6143.4,120.46,0.96
801161,电力,2026-08-06,3274.32,62.98,-0.68,4.04,21.03,1.56,8.29,2.04,10980.73,100.74,2.5
801163,燃气Ⅱ,2026-08-06,3148.32,4.19,0.99,3.85,23.76,1.87,12.22,0.21,981.73,35.06,2.06
801178,物流,2026-08-06,4161.96,5.7,-0.44,2.3,16.6,1.1,11.17,0.24,2486.58,52.91,2.65
801179,铁路公路,2026-08-06,1506.98,8.97,0.03,2.3,17.02,0.87,8.01,0.23,2052.66,62.2,2.68
801181,房地产开发,2026-08-06,2172.17,32.02,0.66,3.39,19.04,0.76,5.63,0.67,3808.09,45.88,0.88
801183,房地产服务,2026-08-06,741.98,2.63,0.01,3.56,47.69,1.42,6.53,0.04,231.55,19.3,1.25
801191,多元金融,2026-08-06,1142.5,7.16,-0.68,2.89,20.55,1.21,8.8,0.25,1489.09,62.05,1.4
801194,保险Ⅱ,2026-08-06,1187.81,2.23,-0.91,1.32,6.9,1.02,38.57,0.35,7114.38,1422.88,4.59
801202,贸易Ⅱ,2026-08-06,4205.4,1.63,-0.35,2.68,22.53,1.32,7.45,0.06,408.35,34.03,1.78
801203,一般零售,2026-08-06,2718.37,14.96,-0.73,3.49,38.56,1.46,10.82,0.4,2136.6,35.61,1.26
801204,专业连锁Ⅱ,2026-08-06,3631.09,0.87,-1.02,3.03,59.46,2.72,10.65,0.04,262.99,37.57,1.45
801206,互联网电商,2026-08-06,10123.6,3.22,0.2,3.42,33.77,2.44,16.2,0.17,616.28,34.24,0.91
801207,旅游零售Ⅱ,2026-08-06,6506.99,0.55,-1.48,3.27,30.61,2.11,30.15,0.09,542.84,271.42,1.18
801193,证券Ⅱ,2026-08-06,6221.14,23.38,-1.2,1.72,15.4,1.19,10.75,1.25,15625.44,312.51,2.01
801218,专业服务,2026-08-06,5556.21,3.53,0.53,5.3,27.28,2.31,20.97,0.23,878.69,30.3,1.41
801733,其他电源设备Ⅱ,2026-08-06,38063.06,6.72,0.42,4.11,60.4,3.27,38.9,0.77,2917.1,91.16,0.69
801216,体育Ⅱ,2026-08-06,1448.53,0.39,-1.56,4.75,,3.04,9.29,0.01,62.98,31.49,
801726,工程咨询服务Ⅱ,2026-08-06,2177.82,7.65,1.65,9.87,47.35,1.96,17.05,0.6,972.47,24.31,0.79
801724,专业工程,2026-08-06,1757.5,7.68,0.06,3.19,20.56,1.06,19.71,0.39,1606.57,43.42,1.72
801723,基础建设,2026-08-06,2086.9,13.57,-0.53,2.42,9.44,0.49,7.79,0.3,2454.1,61.35,2.79
801722,装修装饰Ⅱ,2026-08-06,3951.51,4.21,0.79,4.29,69.2,2.41,10.94,0.15,495.59,22.53,0.91
801721,房屋建设Ⅱ,2026-08-06,2787.31,4.38,-0.46,2.41,7.47,0.44,8.08,0.09,733.36,91.67,3.88
801731,电机Ⅱ,2026-08-06,12918.52,3.69,-0.83,4.91,49.74,3.27,29.35,0.36,1243.65,47.83,0.74
801712,玻璃玻纤,2026-08-06,20036.53,11.79,3.85,10.99,56.96,3.46,23.41,1.62,2061.98,128.87,0.69
801219,酒店餐饮,2026-08-06,1478.77,1.32,-0.54,4.42,26.85,1.57,10.01,0.05,253.23,28.14,2.02
801711,水泥,2026-08-06,4026.53,3.67,2.18,2.74,21.22,0.66,7.74,0.14,1007.17,47.96,2.92
801231,综合Ⅱ,2026-08-06,4145.25,3.57,-0.74,3.02,90.95,2.7,7.74,0.15,960.32,48.02,0.27
801223,通信服务,2026-08-06,2196.44,15.72,0.08,4.04,26.85,1.77,20.66,0.88,3822.55,103.31,2.22
801713,装修建材,2026-08-06,4393.4,3.91,-0.08,3.06,34.32,1.71,15.03,0.18,1197.83,34.22,2.7
801114,厨卫电器,2026-08-07,7717.14,0.67,-0.54,3.03,20.68,1.47,10.58,0.03,199.65,22.18,3.61
801113,小家电,2026-08-07,4009.22,1.08,-0.06,2.92,23.23,2.43,24.93,0.1,671.38,33.57,1.56
801112,黑色家电,2026-08-07,1888.39,2.26,-1.33,2.94,28.78,2.04,19.25,0.1,767.12,85.24,2.22
801111,白色家电,2026-08-07,19204.46,1.8,-1.51,1.13,11.56,2.09,20.03,0.28,6587.12,598.83,5.12
801104,软件开发,2026-08-07,6013.26,32.44,-0.96,6.8,89.66,4.43,32.05,3.03,9402.66,72.33,0.46
801102,通信设备,2026-08-07,9489.55,31.01,0.31,9.44,69.03,9.62,74.99,9.94,24532.11,288.61,0.3
801101,计算机设备,2026-08-07,2986.43,15.1,-0.09,5.31,40.41,3.73,27.48,1.67,6690.01,81.59,1.24
801096,商用车,2026-08-07,6938.34,3.51,-0.92,2.72,22.76,2.51,11.43,0.18,1321.87,101.68,2.94
801095,乘用车,2026-08-07,14419.77,4.12,-0.05,2.36,25.38,1.65,24.35,0.34,3625.5,453.19,0.92
801093,汽车零部件,2026-08-07,7226.51,31.51,0.59,3.94,25.14,2.32,22.0,1.97,11618.14,48.01,1.31
801115,照明设备Ⅱ,2026-08-07,4369.19,1.1,1.19,2.79,51.97,1.91,23.84,0.07,263.96,22.0,1.5
801103,IT服务Ⅱ,2026-08-07,4946.93,37.19,-0.61,6.29,117.22,3.47,22.89,2.75,8059.97,66.07,0.29
801116,家电零部件Ⅱ,2026-08-07,6593.31,3.69,1.35,4.03,38.66,3.51,19.3,0.28,1628.63,56.16,0.92
801151,化学制药,2026-08-07,12167.7,39.53,5.21,6.66,41.59,3.18,23.99,3.0,10338.98,69.39,0.95
801124,食品加工,2026-08-07,12491.82,3.86,-0.64,4.53,24.98,2.0,15.15,0.15,957.77,38.31,3.2
801125,白酒Ⅱ,2026-08-07,36945.35,2.77,0.33,3.32,19.83,3.68,104.95,0.57,9886.21,520.33,4.47
801126,非白酒,2026-08-07,3448.0,1.27,-0.21,2.44,23.55,2.49,14.41,0.08,694.29,43.39,2.64
801127,饮料乳品,2026-08-07,7037.67,3.54,0.39,2.73,17.6,2.9,17.87,0.27,2559.67,98.45,4.03
801128,休闲食品,2026-08-07,1627.59,1.41,-0.37,3.4,17.99,1.92,15.63,0.08,499.36,22.7,2.66
801129,调味发酵品Ⅱ,2026-08-07,6871.03,3.86,0.04,4.97,28.18,3.5,16.29,0.21,1344.81,96.06,2.43
801131,纺织制造,2026-08-07,1724.87,3.77,-0.86,3.85,22.74,1.62,12.94,0.18,750.49,23.45,2.47
801132,服装家纺,2026-08-07,1456.72,6.28,0.01,3.41,27.06,1.71,11.44,0.23,1266.54,21.47,2.61
801133,饰品,2026-08-07,1374.69,7.38,-0.02,12.08,20.32,1.84,10.94,0.15,428.27,28.55,2.67
801141,包装印刷,2026-08-07,2726.33,6.65,-0.08,4.19,36.93,2.23,11.38,0.26,1167.44,29.19,1.51
801142,家居用品,2026-08-07,1587.06,4.88,-0.15,4.04,27.57,1.79,17.15,0.27,1409.81,19.31,2.24
801143,造纸,2026-08-07,2045.9,4.32,-0.63,2.82,26.87,1.14,10.29,0.11,759.08,33.0,1.59
801145,文娱用品,2026-08-07,1644.72,1.47,0.49,4.82,40.37,2.87,16.65,0.08,401.33,20.07,1.15
801092,汽车服务,2026-08-07,444.38,1.23,0.43,2.88,40.8,1.71,6.68,0.04,232.6,25.84,0.74
801117,其他家电Ⅱ,2026-08-07,527.0,0.24,0.32,2.19,42.81,1.21,8.97,0.01,60.36,20.12,1.46
801086,电子化学品Ⅱ,2026-08-07,12332.74,14.2,3.63,13.72,104.36,6.81,61.0,2.64,4389.73,125.42,0.33
801051,金属新材料,2026-08-07,9490.49,5.78,3.32,6.56,67.51,4.09,38.62,0.61,1800.8,56.27,0.58
801084,光学光电子,2026-08-07,1846.21,52.44,2.49,5.74,61.25,2.5,31.95,2.62,7969.27,85.69,0.63
801012,农产品加工,2026-08-07,2147.92,4.1,0.08,4.68,39.53,1.95,12.71,0.19,746.28,32.45,1.81
801014,饲料,2026-08-07,3504.95,2.45,-1.32,2.05,46.1,1.99,13.38,0.12,974.37,54.13,1.29
801015,渔业,2026-08-07,678.71,1.13,-0.15,4.1,141.99,2.32,4.99,0.02,98.47,16.41,0.19
801016,种植业,2026-08-07,2268.48,7.89,-0.71,7.4,36.58,2.14,7.56,0.21,708.3,35.42,1.23
801017,养殖业,2026-08-07,2592.93,3.88,-0.04,1.66,35.04,2.32,11.67,0.19,2465.08,112.05,2.78
801018,动物保健Ⅱ,2026-08-07,4566.27,0.74,2.91,2.53,44.53,2.04,13.5,0.04,332.25,36.92,1.37
801019,农业综合Ⅱ,2026-08-07,1153.64,0.25,-1.68,2.36,37.02,1.28,4.39,0.0,47.35,23.67,2.07
801032,化学纤维,2026-08-07,4587.59,4.57,0.68,3.57,40.31,1.77,12.83,0.19,1036.01,39.85,0.89
801033,化学原料,2026-08-07,3287.74,16.35,0.31,4.49,30.45,1.74,11.5,0.84,3463.82,60.77,1.61
801034,化学制品,2026-08-07,6651.68,27.04,0.91,5.6,28.44,2.28,20.38,2.39,8498.17,49.7,1.47
801036,塑料,2026-08-07,4864.53,12.71,3.07,6.43,63.49,3.36,27.72,1.19,3366.74,46.76,0.57
801037,橡胶,2026-08-07,4642.24,1.82,1.17,3.93,57.33,2.57,18.38,0.15,524.37,30.85,0.69
801038,农化制品,2026-08-07,5256.29,13.03,0.86,3.62,20.68,2.21,15.81,0.73,4910.32,83.23,1.61
801039,非金属材料Ⅱ,2026-08-07,6229.69,1.11,5.59,8.14,57.11,3.48,46.4,0.27,526.1,65.76,0.46
801085,消费电子,2026-08-07,10344.62,23.65,1.46,5.81,37.95,4.69,41.81,3.88,13278.49,145.92,0.79
801043,冶钢原料,2026-08-07,3194.59,2.24,0.27,2.37,44.29,1.78,10.32,0.08,605.17,67.24,1.57
801045,特钢Ⅱ,2026-08-07,3870.09,2.45,-0.23,2.12,17.2,1.24,10.8,0.07,718.29,59.86,3.09
801152,生物制品,2026-08-07,5635.99,8.57,6.06,4.34,44.51,2.23,31.0,0.87,3358.76,65.86,1.04
801053,贵金属,2026-08-07,26871.14,8.98,3.21,7.67,24.59,4.27,28.78,0.97,2973.18,270.29,0.75
801054,小金属,2026-08-07,38832.57,14.78,4.3,11.38,54.08,5.41,40.91,2.93,5249.25,194.42,0.63
801055,工业金属,2026-08-07,3556.63,45.54,2.86,5.1,16.93,2.98,16.32,3.13,14905.75,252.64,1.63
801056,能源金属,2026-08-07,17317.08,4.76,2.78,8.16,25.87,2.29,53.18,0.99,2734.13,248.56,0.44
801072,通用设备,2026-08-07,8000.58,35.52,2.61,6.62,66.6,3.92,43.36,3.29,9781.38,44.87,0.56
801074,专用设备,2026-08-07,11842.03,23.39,2.08,4.43,43.75,3.18,27.38,2.24,7821.77,43.21,0.87
801076,轨交设备Ⅱ,2026-08-07,5602.52,3.75,0.05,1.9,18.4,1.2,15.44,0.14,1327.55,44.25,3.45
801077,工程机械,2026-08-07,22055.46,5.26,-0.76,1.95,19.38,1.94,24.71,0.3,3676.73,131.31,2.24
801078,自动化设备,2026-08-07,20993.08,11.67,3.18,6.21,80.58,5.96,53.73,2.5,7735.16,97.91,0.35
801081,半导体,2026-08-07,10186.81,46.86,3.29,8.21,123.78,9.57,132.29,17.71,53548.86,300.84,0.13
801082,其他电子Ⅱ,2026-08-07,16328.88,6.56,2.53,7.31,57.43,5.49,38.23,0.93,2230.77,67.6,0.34
801083,元件,2026-08-07,23123.65,30.56,6.74,13.61,82.08,10.17,71.49,7.36,16376.93,272.95,0.45
801044,普钢,2026-08-07,2075.73,16.63,-0.4,2.84,36.64,0.78,3.03,0.21,1533.77,69.72,1.65
801153,医疗器械,2026-08-07,5813.39,10.35,2.49,4.18,37.44,2.43,31.51,1.22,6033.87,46.77,1.26
801206,互联网电商,2026-08-07,10118.45,3.92,-0.05,4.16,33.77,2.44,16.22,0.17,615.97,34.22,0.91
801155,中药Ⅱ,2026-08-07,5767.11,15.18,1.45,3.93,23.96,1.99,16.66,0.72,3955.62,59.93,3.0
801743,地面兵装Ⅱ,2026-08-07,14922.4,2.06,0.44,4.38,110.2,2.88,24.4,0.17,636.16,53.01,0.37
801744,航海装备Ⅱ,2026-08-07,3200.75,2.52,0.19,2.86,27.31,2.18,34.2,0.31,2557.24,255.72,0.71
801745,军工电子Ⅱ,2026-08-07,6167.06,10.4,2.6,5.56,95.02,4.43,39.28,1.21,4933.46,80.88,0.32
801764,游戏Ⅱ,2026-08-07,2909.49,12.38,-0.11,4.75,24.91,3.29,28.37,0.75,3356.73,129.11,1.29
801765,广告营销,2026-08-07,2707.51,23.69,0.91,9.28,62.06,4.37,11.62,1.19,2113.54,75.48,2.71
801766,影视院线,2026-08-07,1062.58,8.64,-0.44,6.6,248.0,2.64,8.93,0.25,903.64,47.56,0.29
801767,数字媒体,2026-08-07,1635.09,2.42,-0.51,7.0,67.24,2.72,20.21,0.19,573.78,40.98,0.52
801769,出版,2026-08-07,1443.98,4.54,0.16,4.26,23.09,1.53,11.14,0.27,845.01,29.14,2.06
801782,国有大型银行Ⅱ,2026-08-07,1899.74,14.37,-0.43,1.36,7.22,0.6,6.95,0.44,7238.9,1206.48,4.12
801783,股份制银行Ⅱ,2026-08-07,4162.6,10.56,-0.6,1.1,5.54,0.44,11.25,0.39,9820.59,1091.18,5.32
801784,城商行Ⅱ,2026-08-07,1033.19,7.95,-0.88,1.2,5.81,0.52,9.57,0.28,6073.72,357.28,4.72
801785,农商行Ⅱ,2026-08-07,757.0,4.35,-1.13,1.61,5.65,0.53,4.92,0.09,1421.31,142.13,4.76
801881,摩托车及其他,2026-08-07,3391.7,1.04,-0.6,2.28,26.09,3.22,51.8,0.09,857.2,57.15,2.05
801951,煤炭开采,2026-08-07,3707.08,14.38,-0.22,5.13,19.8,1.5,11.9,0.65,4011.45,154.29,2.64
801952,焦炭Ⅱ,2026-08-07,1120.99,3.99,-2.35,5.32,561.23,1.21,3.24,0.06,244.51,34.93,0.47
801961,油气开采Ⅱ,2026-08-07,2515.04,2.09,0.23,1.93,15.32,1.55,11.21,0.09,976.93,244.23,2.37
801962,油服工程,2026-08-07,2358.26,4.86,-0.15,4.29,25.49,1.58,10.56,0.2,641.28,49.33,1.63
801963,炼化及贸易,2026-08-07,3040.85,9.99,0.89,2.23,20.62,1.3,10.4,0.41,3769.47,125.65,2.08
801971,环境治理,2026-08-07,1855.85,12.86,0.4,3.08,23.38,1.43,13.44,0.52,3033.08,29.16,1.37
801972,环保设备Ⅱ,2026-08-07,2134.94,4.56,0.81,6.86,39.56,2.32,17.45,0.24,815.57,31.37,1.04
801981,个护用品,2026-08-07,1242.27,0.6,0.3,3.1,27.58,1.89,19.17,0.04,249.15,20.76,2.0
801982,化妆品,2026-08-07,5838.05,1.12,0.12,4.18,28.84,2.49,21.65,0.09,417.04,32.08,1.52
801983,医疗美容,2026-08-07,1113.8,0.22,2.23,2.19,39.34,3.43,49.15,0.04,237.35,79.12,1.27
801991,航空机场,2026-08-07,2355.22,5.44,-1.0,1.39,24.72,2.16,12.19,0.12,1664.34,138.7,1.11
801992,航运港口,2026-08-07,3372.04,9.88,-0.21,2.33,14.28,1.29,7.89,0.34,2851.01,83.85,3.31
801993,旅游及景区,2026-08-07,1891.92,2.23,-0.05,2.57,44.1,2.4,14.29,0.09,633.59,25.34,1.29
801994,教育,2026-08-07,1787.34,6.91,-0.34,6.23,98.48,4.4,13.62,0.19,521.1,30.65,0.45
801995,电视广播Ⅱ,2026-08-07,998.84,4.33,-0.91,3.77,63.73,1.1,9.66,0.12,640.31,45.74,1.31
801011,林业Ⅱ,2026-08-07,1629.06,1.61,-1.25,8.42,5076.96,5.66,10.88,0.05,131.88,32.97,0.02
801742,航空装备Ⅱ,2026-08-07,8303.05,5.39,0.7,3.01,64.71,3.09,29.54,0.69,4399.17,97.76,0.55
801741,航天装备Ⅱ,2026-08-07,26568.29,2.32,3.09,5.54,391.71,4.88,40.13,0.34,1179.95,131.11,0.09
801738,电网设备,2026-08-07,5561.66,28.48,0.15,5.27,31.7,2.83,19.84,1.83,8743.9,69.4,1.16
801737,电池,2026-08-07,23408.17,20.91,0.93,4.82,27.67,3.38,37.66,3.09,20183.85,208.08,1.18
801156,医疗服务,2026-08-07,8343.98,15.09,8.4,6.33,33.55,4.09,37.9,2.14,6659.22,130.57,0.89
801161,电力,2026-08-07,3270.72,56.17,-0.11,3.6,21.01,1.56,8.3,1.82,10968.65,100.63,2.61
801163,燃气Ⅱ,2026-08-07,3149.86,3.8,0.05,3.49,23.77,1.87,12.32,0.19,982.22,35.08,2.05
801178,物流,2026-08-07,4131.03,5.12,-0.74,2.06,16.47,1.09,11.11,0.21,2468.11,52.51,2.67
801179,铁路公路,2026-08-07,1494.49,7.42,-0.83,1.91,16.88,0.87,7.92,0.19,2035.65,61.69,2.7
801181,房地产开发,2026-08-07,2161.19,31.85,-0.51,3.37,18.95,0.75,5.58,0.62,3788.84,45.65,0.86
801183,房地产服务,2026-08-07,737.13,2.88,-0.65,3.9,47.38,1.41,6.48,0.04,230.04,19.17,1.26
801191,多元金融,2026-08-07,1130.52,6.2,-1.05,2.5,20.33,1.2,8.7,0.2,1473.48,61.4,1.41
801193,证券Ⅱ,2026-08-07,6211.34,20.69,-0.16,1.52,15.37,1.19,10.73,1.09,15600.81,312.02,2.14
801194,保险Ⅱ,2026-08-07,1183.83,2.03,-0.34,1.2,6.87,1.01,38.23,0.3,7090.52,1418.1,4.81
801202,贸易Ⅱ,2026-08-07,4183.11,1.54,-0.53,2.52,22.41,1.31,7.41,0.05,406.18,33.85,1.79
801203,一般零售,2026-08-07,2701.21,13.82,-0.63,3.22,38.31,1.45,10.79,0.37,2123.11,35.39,1.27
801204,专业连锁Ⅱ,2026-08-07,3592.31,0.89,-1.07,3.09,58.86,2.7,10.58,0.04,260.18,37.17,1.47
801207,旅游零售Ⅱ,2026-08-07,6531.74,0.57,0.38,3.4,30.73,2.12,30.26,0.09,544.9,272.45,1.17
801154,医药商业,2026-08-07,4576.21,8.73,1.1,7.17,18.04,1.2,13.15,0.35,1156.85,36.15,2.28
801216,体育Ⅱ,2026-08-07,1443.0,0.35,-0.38,4.33,,3.03,9.28,0.01,62.74,31.37,
801219,酒店餐饮,2026-08-07,1466.02,1.24,-0.86,4.13,26.59,1.55,9.96,0.04,251.05,27.89,2.04
801223,通信服务,2026-08-07,2173.17,14.83,-1.06,3.81,26.56,1.75,20.66,0.78,3782.05,102.22,2.24
801231,综合Ⅱ,2026-08-07,4177.31,3.41,0.77,2.88,91.66,2.72,7.73,0.13,967.75,48.39,0.26
801711,水泥,2026-08-07,4022.36,4.66,-0.1,3.48,21.2,0.66,7.77,0.16,1006.13,47.91,2.92
801712,玻璃玻纤,2026-08-07,21460.9,12.57,7.11,11.72,60.89,3.7,24.87,1.86,2208.56,138.04,0.64
801713,装修建材,2026-08-07,4380.27,3.92,-0.3,3.07,34.22,1.71,15.07,0.17,1194.25,34.12,2.71
801721,房屋建设Ⅱ,2026-08-07,2756.08,4.22,-1.12,2.32,7.39,0.44,8.0,0.08,725.15,90.64,3.92
801722,装修装饰Ⅱ,2026-08-07,3918.44,5.27,-0.84,5.37,68.62,2.39,11.13,0.18,491.44,22.34,0.91
801723,基础建设,2026-08-07,2077.11,11.06,-0.47,1.97,9.4,0.49,7.86,0.23,2442.58,61.06,2.8
801724,专业工程,2026-08-07,1774.23,6.54,0.95,2.71,20.75,1.07,20.2,0.35,1621.85,43.83,1.71
801726,工程咨询服务Ⅱ,2026-08-07,2188.14,6.32,0.47,8.16,47.55,1.96,17.1,0.49,977.08,24.43,0.78
801731,电机Ⅱ,2026-08-07,12980.66,3.58,0.48,4.77,49.95,3.29,29.58,0.34,1249.63,48.06,0.73
801733,其他电源设备Ⅱ,2026-08-07,38576.65,6.09,1.35,3.71,61.91,3.34,39.41,0.76,2993.94,93.56,0.67
801736,风电设备,2026-08-07,2254.56,6.03,2.05,3.95,33.87,1.66,25.17,0.47,1978.29,65.94,0.89
801218,专业服务,2026-08-07,5601.25,3.27,0.81,4.91,27.37,2.32,21.2,0.21,885.35,30.53,1.4
801735,光伏设备,2026-08-07,5514.9,18.15,2.97,4.26,45.42,2.72,30.18,1.71,7592.22,115.03,0.77
801995,电视广播Ⅱ,2026-08-10,1014.91,3.67,1.61,3.19,64.69,1.11,9.89,0.11,650.61,46.47,1.29
801993,旅游及景区,2026-08-10,1928.63,2.44,1.94,2.82,44.96,2.45,14.55,0.1,645.88,25.84,1.27
801086,电子化学品Ⅱ,2026-08-10,12471.71,11.71,1.13,11.31,105.76,6.9,60.75,2.39,4441.28,126.89,0.32
801092,汽车服务,2026-08-10,448.44,1.2,0.91,2.82,41.15,1.73,6.75,0.04,234.72,26.08,0.73
801093,汽车零部件,2026-08-10,7337.8,28.5,1.54,3.56,25.54,2.35,22.23,2.05,11797.05,48.75,1.29
801095,乘用车,2026-08-10,14535.12,3.61,0.8,2.06,25.58,1.67,24.44,0.32,3654.5,456.81,0.92
801096,商用车,2026-08-10,7026.56,3.5,1.27,2.72,23.05,2.54,11.6,0.18,1338.68,102.98,2.9
801101,计算机设备,2026-08-10,2967.49,11.99,-0.63,4.22,40.15,3.7,27.41,1.42,6647.59,81.07,1.25
801102,通信设备,2026-08-10,9141.59,26.76,-3.67,8.15,66.43,9.26,73.25,9.1,23632.57,278.03,0.31
801103,IT服务Ⅱ,2026-08-10,4931.58,28.71,-0.31,4.86,116.89,3.46,22.82,2.13,8034.22,65.85,0.28
801104,软件开发,2026-08-10,6016.66,23.5,0.06,4.92,89.72,4.44,31.98,2.36,9407.98,72.37,0.46
801111,白色家电,2026-08-10,19554.64,1.8,1.82,1.13,11.77,2.13,20.34,0.28,6708.73,609.88,5.03
801112,黑色家电,2026-08-10,1910.48,2.09,1.17,2.72,29.11,2.06,20.12,0.1,776.1,86.23,1.43
801113,小家电,2026-08-10,4097.21,1.23,2.19,3.33,23.75,2.48,25.45,0.11,686.11,34.31,1.53
801114,厨卫电器,2026-08-10,7893.82,0.71,2.29,3.23,21.16,1.5,10.81,0.04,204.22,22.69,3.53
801115,照明设备Ⅱ,2026-08-10,4371.98,0.99,0.06,2.53,52.79,1.94,23.44,0.07,264.13,22.01,1.5
