date,rank,stock_code,stock_name,close,return,amount_100m,sw_level1,sw_level2
2026-08-24,8,601899,紫金矿业,34.54,-0.0057570524,117.514723,有色金属,工业金属
2026-08-24,9,603259,药明康德,155.84,-0.0431045069,107.677378,医药生物,医疗服务
2026-08-25,1,300308,中际旭创,846.0,-0.0278,250.1926751325,通信,通信设备
2026-08-25,2,600487,亨通光电,64.6,0.069,162.73223193,通信,通信设备
2026-08-25,3,603986,兆易创新,395.51,0.0363,153.4313813,电子,半导体
2026-08-25,4,300502,新易盛,400.87,-0.027000000000000003,141.3237180228,通信,通信设备
2026-08-25,5,688825,长鑫科技,56.5,-0.0018,133.16746353,电子,半导体
2026-08-25,6,688256,寒武纪,1010.48,0.042800000000000005,125.8851779,电子,半导体
2026-08-25,7,300394,天孚通信,257.1,0.0305,114.1532878495,通信,通信设备
2026-08-25,8,002384,东山精密,190.84,-0.0143,105.993370916,电子,元件
2026-08-26,1,300308,中际旭创,850.9,0.0058,186.0393543804,通信,通信设备
2026-08-26,2,600487,亨通光电,64.83,0.0036,136.78454901,通信,通信设备
2026-08-26,3,300502,新易盛,398.78,-0.0052,136.3996506677,通信,通信设备
2026-08-26,4,002384,东山精密,194.36,0.0184,123.7042704,电子,元件
2026-08-26,5,688825,长鑫科技,56.1,-0.0070999999999999995,113.35118435,电子,半导体
2026-08-26,6,603986,兆易创新,392.5,-0.0076,111.59256743,电子,半导体
2026-08-26,7,601899,紫金矿业,34.47,0.0235,109.24145121,有色金属,工业金属
2026-08-27,1,300308,中际旭创,866.12,0.0179,227.80310823669998,通信,通信设备
2026-08-27,2,600487,亨通光电,71.3,0.0998,191.24123705,通信,通信设备
2026-08-27,3,688825,长鑫科技,59.12,0.0538,188.39416914,电子,半导体
2026-08-27,4,603986,兆易创新,411.2,0.047599999999999996,165.42661247,电子,半导体
2026-08-27,5,300502,新易盛,409.1,0.0259,148.74143370870001,通信,通信设备
2026-08-27,6,688008,澜起科技,221.22,0.10060000000000001,144.62577105,电子,半导体
2026-08-27,7,600183,生益科技,140.97,0.0843,143.13829939,电子,元件
2026-08-27,8,300274,阳光电源,98.84,-0.12240000000000001,141.3309817067,电力设备,光伏设备
2026-08-27,9,300394,天孚通信,267.16,0.0536,138.2921673923,通信,通信设备
2026-08-27,10,600522,中天科技,36.08,0.0799,117.83460824,通信,通信设备
2026-08-27,11,002384,东山精密,200.6,0.0321,115.6232329508,电子,元件
2026-08-27,12,300476,胜宏科技,263.05,0.0546,102.07529386659999,电子,元件
2026-08-28,1,300308,中际旭创,858.35,-0.009,280.49,通信,通信设备
2026-08-28,2,600487,亨通光电,68.7,-0.0365,183.23,通信,通信设备
2026-08-28,3,300502,新易盛,406.52,0.0886,175.48,通信,通信设备
2026-08-28,4,600183,生益科技,48.96,-0.0257,144.75,电子,元件
2026-08-28,5,300476,胜宏科技,265.73,0.0102,143.12,电子,元件
2026-08-28,6,603986,兆易创新,136.11,0.0221,142.09,电子,半导体
2026-08-28,7,688825,长鑫科技,167.99,-0.0615,132.91,电子,半导体
2026-08-28,8,688256,寒武纪,914.55,0.041,116.37,电子,半导体
2026-08-28,9,002384,东山精密,202.68,0.0104,111.42,电子,元件
2026-08-28,10,601138,工业富联,32.01,0.0079,103.15,电子,消费电子
2026-08-31,1,688825,长鑫科技,58.01,-0.0101,209.34657506,电子,半导体
2026-08-31,2,300308,中际旭创,851.9,-0.0075,189.2570185177,通信,通信设备
2026-08-31,3,600183,生益科技,153.4,0.053200000000000004,157.42216789,电子,元件
2026-08-31,4,688256,寒武纪,1112.18,0.0626,131.43617812,电子,半导体
2026-08-31,5,600487,亨通光电,67.38,-0.0192,127.3848284,通信,通信设备
2026-08-31,6,603986,兆易创新,406.0,0.0231,126.7131847,电子,半导体
2026-08-31,7,300502,新易盛,401.87,0.0072,123.8937729101,通信,通信设备
2026-08-31,8,300274,阳光电源,91.5,-0.0634,101.12776299129999,电力设备,光伏设备
2026-08-31,9,000938,紫光股份,38.95,0.08529999999999999,100.497183937,计算机,IT服务Ⅱ
