date,direction,stock_code,stock_name,close,return,amount_100m,turnover,industry,source
2026-08-31,limit_up,301151,冠龙节能,20.7400000000,0.2002314758,1.6948755900,0.0502674913,通用设备,东方财富涨跌停池直接接口
2026-08-31,limit_up,603216,梦天家居,22.6500000000,0.1000485611,1.6332009900,0.0329318786,家居用品,东方财富涨跌停池直接接口
2026-08-31,limit_up,603001,奥康国际,9.0300000000,0.0998781967,1.4899854100,0.0425365114,服装家纺,东方财富涨跌停池直接接口
2026-08-31,limit_up,002875,安奈儿,14.4900000000,0.1002277851,1.4686920000,0.0495476627,服装家纺,东方财富涨跌停池直接接口
2026-08-31,limit_up,603201,常润股份,16.3700000000,0.1001344109,1.4455196100,0.0486283112,汽车零部,东方财富涨跌停池直接接口
2026-08-31,limit_up,002534,西子洁能,16.5200000000,0.0998668480,1.3722199100,0.0101569533,其他电源,东方财富涨跌停池直接接口
2026-08-31,limit_up,605577,龙版传媒,10.6200000000,0.1005181408,1.3394629800,0.0292345929,出版,东方财富涨跌停池直接接口
2026-08-31,limit_up,603685,晨丰科技,26.4300000000,0.0998751640,1.2465485100,0.0240900159,光学光电,东方财富涨跌停池直接接口
2026-08-31,limit_up,002375,亚厦股份,4.0700000000,0.1000000000,1.2051923800,0.0224050999,装修装饰,东方财富涨跌停池直接接口
2026-08-31,limit_up,000011,深物业A,10.0700000000,0.1005464458,1.1564635700,0.0218134475,房地产开,东方财富涨跌停池直接接口
2026-08-31,limit_up,002909,集泰股份,6.0200000000,0.1005484486,1.0587913100,0.0476023960,化学制品,东方财富涨跌停池直接接口
2026-08-31,limit_up,603721,中广天择,19.1000000000,0.1002304173,1.0022287300,0.0408723021,影视院线,东方财富涨跌停池直接接口
2026-08-31,limit_up,002133,广宇集团,3.1000000000,0.0992907810,0.9660641600,0.0404787207,房地产开,东方财富涨跌停池直接接口
2026-08-31,limit_up,002098,浔兴股份,8.1500000000,0.0998650455,0.8642515800,0.0298424077,纺织制造,东方财富涨跌停池直接接口
2026-08-31,limit_up,002830,名雕股份,15.7700000000,0.0997210598,0.8442552700,0.0592571831,装修装饰,东方财富涨跌停池直接接口
2026-08-31,limit_up,002679,福建金森,11.7400000000,0.1002811623,0.5943686100,0.0214745975,林业Ⅱ,东方财富涨跌停池直接接口
2026-08-31,limit_up,002084,海鸥住工,6.3800000000,0.1000000000,0.3983802800,0.0096864277,家居用品,东方财富涨跌停池直接接口
2026-08-31,limit_up,600540,新赛股份,5.5600000000,0.1009901047,0.3956676100,0.0122404647,种植业,东方财富涨跌停池直接接口
2026-09-01,limit_up,600103,青山纸业,4.1900000000,0.0997375298,30.3942694400,0.3396887589,造纸,东方财富涨跌停池直接接口
2026-09-01,limit_up,300413,芒果超媒,20.3800000000,0.2002355766,27.9379390400,0.1344585419,数字媒体,东方财富涨跌停池直接接口
2026-09-01,limit_up,000560,我爱我家,3.1900000000,0.1000000000,27.2150108800,0.3707756805,房地产服,东方财富涨跌停池直接接口
2026-09-01,limit_up,002015,协鑫能科,17.4200000000,0.0997474670,23.6967028800,0.0864511299,电力,东方财富涨跌停池直接接口
2026-09-01,limit_up,300189,神农种业,7.5500000000,0.2003179550,23.4142411200,0.3725997162,种植业,东方财富涨跌停池直接接口
2026-09-01,limit_up,600410,华胜天成,15.2200000000,0.0997109890,20.1113681600,0.1243121624,IT服务Ⅱ,东方财富涨跌停池直接接口
2026-09-01,limit_up,600127,金健米业,13.2400000000,0.0996677685,17.6970961600,0.2163302612,农产品加,东方财富涨跌停池直接接口
2026-09-01,limit_up,003040,楚天龙,19.5800000000,0.1000000000,17.5130254400,0.2056204796,通信设备,东方财富涨跌停池直接接口
2026-09-01,limit_up,001330,博纳影业,6.1700000000,0.0998217487,14.2589310400,0.2083810043,影视院线,东方财富涨跌停池直接接口
2026-09-01,limit_up,002703,浙江世宝,18.2400000000,0.1001206303,13.5265771200,0.1319131088,汽车零部,东方财富涨跌停池直接接口
2026-09-01,limit_up,600479,千金药业,13.3700000000,0.1004115200,13.4586766400,0.2602363014,中药Ⅱ,东方财富涨跌停池直接接口
2026-09-01,limit_up,600121,郑州煤电,5.4000000000,0.0997963333,12.7387732800,0.1997818947,煤炭开采,东方财富涨跌停池直接接口
2026-09-01,limit_up,000158,常山北明,13.8800000000,0.0998415184,12.6698294400,0.0591719675,IT服务Ⅱ,东方财富涨跌停池直接接口
2026-09-01,limit_up,603533,掌阅科技,24.8500000000,0.1000442696,12.4987412800,0.1149890709,数字媒体,东方财富涨跌停池直接接口
2026-09-01,limit_up,605179,一鸣食品,34.6700000000,0.0999365425,12.0859532800,0.0896747112,饮料乳品,东方财富涨跌停池直接接口
2026-09-01,limit_up,600354,敦煌种业,9.1200000000,0.1001206303,11.2056432000,0.2422106552,种植业,东方财富涨跌停池直接接口
2026-09-01,limit_up,600551,时代出版,9.0800000000,0.1006060600,9.7636328000,0.1600295830,出版,东方财富涨跌停池直接接口
2026-09-01,limit_up,600272,开开实业,20.0900000000,0.1002190590,9.5023145600,0.3100282478,医药商业,东方财富涨跌停池直接接口
2026-09-01,limit_up,300927,江天化学,34.9200000000,0.2000000000,8.8334715200,0.1945262337,化学原料,东方财富涨跌停池直接接口
2026-09-01,limit_up,000998,隆平高科,9.9700000000,0.1004415035,8.7798806400,0.0688159132,种植业,东方财富涨跌停池直接接口
2026-09-01,limit_up,002945,华林证券,16.0400000000,0.1001371765,8.5696974400,0.0201438856,证券Ⅱ,东方财富涨跌停池直接接口
2026-09-01,limit_up,600967,内蒙一机,12.1900000000,0.1001805115,8.1581808000,0.0402606392,地面兵装,东方财富涨跌停池直接接口
2026-09-01,limit_up,300642,透景生命,20.3500000000,0.1998820686,8.0684742400,0.3133667183,医疗器械,东方财富涨跌停池直接接口
