指数代码,指数名称,发布日期,收盘指数,成交量,涨跌幅,换手率,市盈率,市净率,均价,成交额占比,流通市值,平均流通市值,股息率
801083,元件,2026-01-05,14170.64,14.52,3.64,7.07,59.37,6.58,47.56,2.77,9692.06,170.04,0.58
801785,农商行Ⅱ,2026-01-05,807.47,3.4,0.01,1.27,6.07,0.58,5.44,0.08,1542.02,154.2,4.85
801993,旅游及景区,2026-01-05,2476.57,4.72,-0.95,5.66,54.52,3.1,14.98,0.19,769.93,33.48,1.0
801992,航运港口,2026-01-05,3004.71,14.42,-0.85,3.4,11.48,1.2,7.78,0.44,2516.39,74.01,4.4
801991,航空机场,2026-01-05,3365.49,11.92,-0.31,3.04,66.49,3.04,16.46,0.28,2418.85,201.57,0.62
801983,医疗美容,2026-01-05,1418.12,0.2,2.14,2.06,43.56,4.71,64.4,0.04,289.13,96.38,2.29
801982,化妆品,2026-01-05,7163.79,1.94,1.15,7.18,37.85,3.18,25.55,0.14,518.37,37.03,1.21
801981,个护用品,2026-01-05,1617.08,0.6,1.55,3.11,35.55,2.55,24.54,0.05,321.98,26.83,1.34
801972,环保设备Ⅱ,2026-01-05,2006.64,3.03,1.08,4.69,43.75,2.19,16.47,0.17,755.06,27.97,1.07
801971,环境治理,2026-01-05,1969.09,16.66,1.67,4.11,27.21,1.6,14.9,0.73,3184.25,30.04,1.28
801963,炼化及贸易,2026-01-05,2965.94,13.49,-1.44,3.13,24.22,1.32,11.48,0.55,3562.27,118.74,2.93
801962,油服工程,2026-01-05,2261.37,7.63,1.41,6.92,22.27,1.54,9.27,0.19,601.11,46.24,1.74
801961,油气开采Ⅱ,2026-01-05,2396.28,9.29,-2.45,8.73,13.04,1.5,10.68,0.24,882.4,220.6,2.8
801952,焦炭Ⅱ,2026-01-05,1411.71,2.82,-0.17,3.82,,1.42,3.93,0.05,303.12,43.3,0.49
801736,风电设备,2026-01-05,2661.85,11.66,3.1,8.21,43.79,2.04,36.2,1.12,2260.95,77.96,0.63
801153,医疗器械,2026-01-05,6658.06,12.61,5.64,5.09,40.68,2.82,36.94,1.37,6620.04,52.13,1.12
801155,中药Ⅱ,2026-01-05,6350.74,11.58,1.87,3.01,27.12,2.28,17.94,0.54,4323.96,64.54,2.31
801784,城商行Ⅱ,2026-01-05,1011.43,8.4,0.27,1.23,5.64,0.52,9.27,0.32,6147.68,361.63,4.49
801783,股份制银行Ⅱ,2026-01-05,4622.53,10.42,-0.31,1.08,6.14,0.5,12.39,0.46,10905.68,1211.74,4.86
801782,国有大型银行Ⅱ,2026-01-05,1994.02,14.82,-0.93,1.4,7.71,0.64,7.17,0.46,7593.79,1265.63,5.34
801769,出版,2026-01-05,1609.71,4.65,1.56,4.73,22.1,1.69,12.64,0.25,917.63,31.64,2.17
801767,数字媒体,2026-01-05,1924.75,3.83,2.8,11.32,102.04,3.29,22.7,0.38,662.5,47.32,0.49
801766,影视院线,2026-01-05,1351.2,9.96,0.67,7.51,90.18,3.3,11.71,0.37,1159.81,61.04,0.27
801765,广告营销,2026-01-05,3019.65,32.92,5.37,13.1,50.78,4.88,13.49,1.71,2315.8,85.77,1.66
801764,游戏Ⅱ,2026-01-05,3719.05,18.68,5.62,7.2,40.56,4.23,33.9,1.1,4259.73,163.84,0.77
801745,军工电子Ⅱ,2026-01-05,7352.46,28.09,2.82,14.58,137.75,5.1,44.15,3.7,5821.33,92.4,0.28
801744,航海装备Ⅱ,2026-01-05,3077.76,6.75,3.88,7.86,40.94,2.1,22.81,0.5,2284.94,253.88,0.24
801743,地面兵装Ⅱ,2026-01-05,20533.81,5.27,3.28,11.52,144.61,4.0,35.3,0.49,855.28,71.27,0.19
801742,航空装备Ⅱ,2026-01-05,10904.84,14.31,1.28,8.04,88.8,4.11,37.44,1.89,5673.92,123.35,0.42
801881,摩托车及其他,2026-01-05,3710.91,1.13,0.13,1.79,34.3,3.78,53.73,0.11,1134.9,75.66,1.21
801994,教育,2026-01-05,2431.12,7.84,2.16,7.78,104.48,4.72,13.57,0.25,628.48,39.28,0.39
801737,电池,2026-01-05,24497.4,26.11,2.91,6.13,38.22,3.87,42.21,4.12,19733.14,207.72,0.78
801951,煤炭开采,2026-01-05,3100.45,10.12,0.59,2.1,16.55,1.28,9.77,0.32,4052.31,135.08,3.47
801218,专业服务,2026-01-05,6079.81,3.78,3.02,5.81,28.49,2.62,23.78,0.25,933.78,31.13,1.22
801712,玻璃玻纤,2026-01-05,11690.11,8.67,2.62,8.23,35.22,2.21,12.54,0.52,1178.85,78.59,1.06
801216,体育Ⅱ,2026-01-05,1825.69,0.24,0.86,2.94,593.71,3.48,12.02,0.01,79.5,39.75,0.17
801207,旅游零售Ⅱ,2026-01-05,10585.02,0.78,-4.52,8.6,54.58,3.33,90.29,0.31,823.29,823.29,1.44
801731,电机Ⅱ,2026-01-05,16765.53,6.45,-0.73,9.07,68.95,4.42,32.76,0.69,1528.01,61.12,0.5
801191,多元金融,2026-01-05,1324.97,12.57,0.03,4.85,30.28,1.43,10.81,0.53,1790.97,66.33,1.37
801724,专业工程,2026-01-05,1886.66,10.79,1.23,4.43,19.55,1.16,18.44,0.44,1696.21,43.49,1.62
801206,互联网电商,2026-01-05,11791.6,3.41,1.94,3.76,41.64,2.89,19.84,0.19,704.6,39.14,0.54
801726,工程咨询服务Ⅱ,2026-01-05,2190.28,4.6,1.2,6.22,36.78,1.93,19.79,0.31,972.93,23.73,0.87
801723,基础建设,2026-01-05,2314.72,13.65,0.84,2.32,9.98,0.63,9.3,0.46,3097.51,70.4,2.53
801219,酒店餐饮,2026-01-05,1892.19,1.47,-1.67,4.93,43.99,1.92,13.29,0.07,324.02,36.0,1.19
801711,水泥,2026-01-05,5027.66,6.13,0.75,4.56,20.17,0.82,9.62,0.24,1275.06,60.72,2.7
801231,综合Ⅱ,2026-01-05,4008.3,4.84,2.25,4.92,56.64,2.51,9.23,0.2,803.2,53.55,0.25
801223,通信服务,2026-01-05,2312.1,12.99,1.87,3.37,26.59,1.91,21.81,0.95,3987.44,102.24,2.17
801721,房屋建设Ⅱ,2026-01-05,3244.53,4.81,1.09,2.66,7.09,0.51,9.6,0.1,843.86,105.48,3.27
801722,装修装饰Ⅱ,2026-01-05,4634.57,4.45,-0.61,4.4,83.12,2.5,10.76,0.18,587.01,25.52,0.72
801204,专业连锁Ⅱ,2026-01-05,4785.07,1.63,1.15,5.78,76.67,3.53,15.51,0.1,345.55,49.36,1.08
801203,一般零售,2026-01-05,3673.63,25.4,0.13,6.21,58.82,1.74,10.35,0.88,2588.51,44.63,1.06
801202,贸易Ⅱ,2026-01-05,4874.55,2.77,2.11,4.6,29.92,1.6,8.73,0.09,465.01,35.77,1.44
801194,保险Ⅱ,2026-01-05,1598.86,3.81,6.17,2.29,8.8,1.43,50.2,0.76,9447.26,1889.45,3.25
801193,证券Ⅱ,2026-01-05,7063.64,32.95,1.88,2.48,18.12,1.41,12.25,1.95,17423.52,348.47,1.17
801735,光伏设备,2026-01-05,6846.65,19.29,1.17,4.76,46.05,3.12,34.47,1.95,9160.17,143.13,0.75
801183,房地产服务,2026-01-05,945.03,4.46,1.6,7.0,40.39,1.64,9.3,0.08,259.32,23.57,0.79
801181,房地产开发,2026-01-05,2566.66,48.07,1.3,4.86,61.63,0.8,6.38,1.27,4886.42,54.9,0.7
801179,铁路公路,2026-01-05,1613.92,8.06,-0.53,2.06,16.85,0.95,8.86,0.24,2194.15,66.49,3.0
801178,物流,2026-01-05,4642.77,9.52,0.39,3.91,18.07,1.24,12.29,0.37,2743.64,58.38,2.38
801163,燃气Ⅱ,2026-01-05,3291.45,5.34,1.37,4.89,24.22,2.04,12.91,0.27,1057.6,36.47,2.12
801161,电力,2026-01-05,3186.74,31.58,0.63,2.56,19.05,1.56,8.11,0.97,9618.55,94.3,2.16
801156,医疗服务,2026-01-05,6580.6,10.82,4.89,4.64,32.73,3.31,32.29,1.0,5235.9,102.66,0.89
801741,航天装备Ⅱ,2026-01-05,36823.75,13.2,4.55,33.32,591.52,6.62,54.45,2.3,1522.68,190.34,0.1
801738,电网设备,2026-01-05,5570.7,35.93,1.58,7.19,32.3,2.96,20.2,2.13,8369.09,68.04,1.15
801154,医药商业,2026-01-05,5378.73,8.63,1.87,7.22,21.01,1.43,16.08,0.45,1335.87,41.75,1.86
801733,其他电源设备Ⅱ,2026-01-05,38277.18,7.82,1.65,5.31,65.39,3.26,47.26,0.73,2615.0,90.17,0.44
801085,消费电子,2026-01-05,10325.37,27.78,2.79,7.25,40.41,4.81,41.13,4.31,12781.05,142.01,0.6
801713,装修建材,2026-01-05,5256.02,5.85,1.97,4.56,40.55,2.06,15.63,0.25,1439.61,41.13,3.83
801143,造纸,2026-01-05,2432.88,6.65,-0.8,4.36,31.32,1.33,10.35,0.19,883.06,40.14,1.48
801142,家居用品,2026-01-05,1962.06,6.0,1.71,5.09,27.88,2.24,22.6,0.41,1719.02,23.55,2.04
801141,包装印刷,2026-01-05,3131.26,17.2,0.48,10.94,39.11,2.62,13.56,0.81,1368.57,33.38,1.3
801133,饰品,2026-01-05,1587.36,1.96,0.58,3.24,30.22,2.22,13.52,0.08,491.42,32.76,2.36
801132,服装家纺,2026-01-05,1580.46,10.12,0.24,5.5,29.29,1.85,13.73,0.43,1368.12,23.19,2.09
801131,纺织制造,2026-01-05,1978.74,5.8,0.71,6.1,24.75,1.84,14.7,0.29,823.13,26.55,2.2
801129,调味发酵品Ⅱ,2026-01-05,7012.91,2.48,1.58,3.26,29.18,3.63,18.52,0.15,1307.18,93.37,2.32
801128,休闲食品,2026-01-05,2007.41,1.74,0.72,4.14,36.45,3.1,28.16,0.13,787.32,34.23,2.22
801127,饮料乳品,2026-01-05,8015.97,3.21,0.64,2.51,25.6,3.48,25.37,0.21,2829.64,108.83,4.35
801126,非白酒,2026-01-05,3889.18,1.6,1.16,3.09,27.81,2.83,16.76,0.09,783.46,48.97,2.23
801125,白酒Ⅱ,2026-01-05,44437.72,1.28,2.79,1.52,18.8,4.5,119.1,0.77,11946.31,597.32,4.37
801124,食品加工,2026-01-05,14286.27,2.86,0.89,3.36,27.72,2.26,18.01,0.13,1083.64,43.35,2.81
801117,其他家电Ⅱ,2026-01-05,753.76,0.61,2.47,5.6,46.82,1.69,12.89,0.03,80.22,26.74,0.81
801152,生物制品,2026-01-05,6255.21,4.93,3.02,2.49,46.82,2.36,33.27,0.48,3757.86,73.68,1.05
801011,林业Ⅱ,2026-01-05,3394.95,3.82,-0.91,19.97,6313.44,11.3,13.66,0.26,274.84,68.71,0.01
801114,厨卫电器,2026-01-05,10110.96,1.04,1.0,4.71,19.08,1.93,14.28,0.06,261.36,29.04,3.58
801113,小家电,2026-01-05,5351.71,1.44,1.93,4.02,26.98,3.31,31.56,0.16,892.59,44.63,1.22
801112,黑色家电,2026-01-05,2275.13,3.73,2.37,4.62,28.25,2.6,25.32,0.18,960.35,96.03,1.13
801111,白色家电,2026-01-05,19212.96,2.37,0.86,1.53,10.91,2.21,22.45,0.34,6521.53,652.15,5.52
801104,软件开发,2026-01-05,7374.03,30.88,3.36,6.56,135.22,5.44,40.52,3.34,11245.25,85.19,0.3
801103,IT服务Ⅱ,2026-01-05,5686.16,34.31,2.96,6.27,124.87,4.08,27.42,2.77,8946.85,75.18,0.3
801102,通信设备,2026-01-05,6992.59,28.07,1.22,8.84,62.64,7.78,60.47,5.39,17624.73,207.35,0.39
801101,计算机设备,2026-01-05,3155.56,19.64,1.38,6.85,45.88,4.0,33.9,1.82,7078.02,84.26,1.13
801096,商用车,2026-01-05,9384.12,3.94,1.25,3.15,33.95,3.73,14.49,0.25,1741.03,133.93,1.4
801095,乘用车,2026-01-05,18917.43,5.11,0.09,3.0,26.46,2.23,36.6,0.46,4707.51,588.44,1.32
801093,汽车零部件,2026-01-05,8645.64,56.5,0.65,7.53,29.88,2.83,30.27,4.09,13358.73,56.6,1.32
801092,汽车服务,2026-01-05,496.92,1.28,0.42,2.77,52.61,1.84,7.42,0.04,277.66,27.77,0.74
801151,化学制药,2026-01-05,13204.91,22.73,3.63,3.93,47.08,3.51,26.05,1.88,11027.21,73.51,0.81
801116,家电零部件Ⅱ,2026-01-05,8363.92,7.84,1.44,8.38,47.03,4.61,21.0,1.21,2065.93,68.86,0.55
801145,文娱用品,2026-01-05,1920.75,2.14,1.54,6.14,45.95,3.37,21.63,0.12,488.07,22.18,0.99
801084,光学光电子,2026-01-05,1681.31,32.8,0.87,3.68,52.63,2.22,28.91,1.57,6922.04,75.24,0.63
801115,照明设备Ⅱ,2026-01-05,3866.93,1.15,0.68,2.94,46.31,2.03,15.77,0.03,229.77,19.15,2.22
801081,半导体,2026-01-05,7269.78,26.72,4.6,5.7,105.04,6.92,97.15,8.94,34141.76,202.02,0.16
801078,自动化设备,2026-01-05,17293.08,10.42,2.82,5.78,63.21,5.06,45.3,1.71,6144.77,78.78,0.43
801077,工程机械,2026-01-05,25343.72,7.45,0.83,2.74,22.32,2.42,27.89,0.49,4244.82,151.6,2.0
801076,轨交设备Ⅱ,2026-01-05,6235.19,4.27,0.88,2.07,18.9,1.37,15.93,0.17,1588.32,51.24,2.79
801074,专用设备,2026-01-05,12112.59,32.09,0.83,6.57,42.42,3.37,26.51,2.38,7455.05,42.12,0.86
801072,通用设备,2026-01-05,7580.64,55.2,1.55,10.58,57.49,3.72,31.94,4.57,8724.87,40.21,0.59
801056,能源金属,2026-01-05,21808.18,5.21,2.34,5.96,51.35,3.15,50.67,1.0,4107.56,315.97,0.53
801055,工业金属,2026-01-05,3600.5,52.97,2.73,6.09,22.39,3.39,17.18,3.31,14933.82,248.9,1.47
801054,小金属,2026-01-05,31041.22,8.41,2.15,6.92,55.93,4.53,32.69,1.28,3997.08,166.54,0.55
801053,贵金属,2026-01-05,24815.25,8.24,3.43,7.3,30.32,4.41,24.21,0.64,2682.18,243.83,0.92
801051,金属新材料,2026-01-05,9885.59,5.24,2.12,6.26,62.1,4.19,36.55,0.61,1725.83,57.53,0.62
801045,特钢Ⅱ,2026-01-05,4796.17,3.44,-0.28,3.67,22.42,1.65,17.65,0.13,814.71,67.89,2.05
801044,普钢,2026-01-05,2509.51,18.13,-0.28,2.96,32.43,0.93,4.04,0.29,2023.79,87.99,1.0
801043,冶钢原料,2026-01-05,3626.57,4.1,1.42,4.4,56.22,2.07,12.24,0.16,675.34,75.04,1.11
801039,非金属材料Ⅱ,2026-01-05,4878.76,0.66,2.99,5.89,39.12,3.46,35.95,0.09,360.34,51.48,0.54
801038,农化制品,2026-01-05,5580.18,12.42,2.73,3.58,25.01,2.25,17.15,0.83,4604.13,79.38,1.42
801017,养殖业,2026-01-05,3183.04,5.52,-0.44,2.19,16.66,2.62,13.17,0.24,3227.87,140.34,2.36
801016,种植业,2026-01-05,2678.09,6.62,-0.62,6.27,54.98,2.72,8.93,0.22,830.87,41.54,1.09
801086,电子化学品Ⅱ,2026-01-05,7929.56,6.79,3.69,7.03,74.38,4.4,47.28,0.82,2633.54,77.46,0.42
801082,其他电子Ⅱ,2026-01-05,16285.71,5.85,4.3,6.91,83.41,6.11,41.89,1.03,2108.26,63.89,0.32
801012,农产品加工,2026-01-05,2436.25,2.78,0.43,3.87,36.92,2.19,13.13,0.14,808.5,36.75,1.05
801995,电视广播Ⅱ,2026-01-05,1245.04,7.74,2.02,6.64,64.66,1.32,12.6,0.24,803.71,57.41,1.2
801015,渔业,2026-01-05,846.96,2.04,1.55,7.48,145.6,2.5,6.45,0.04,121.95,20.32,0.14
801019,农业综合Ⅱ,2026-01-05,1392.5,0.28,-0.42,2.59,45.71,1.59,5.3,0.01,58.03,29.02,3.01
801037,橡胶,2026-01-05,4966.79,1.53,0.84,3.48,56.73,2.76,22.33,0.12,534.98,31.47,0.75
801018,动物保健Ⅱ,2026-01-05,5113.94,1.67,4.15,4.17,47.32,2.35,14.01,0.08,432.9,39.36,0.85
801036,塑料,2026-01-05,4632.27,16.52,0.89,8.76,56.5,3.17,27.51,1.15,3050.54,42.97,0.52
801032,化学纤维,2026-01-05,4873.66,8.69,0.96,7.12,38.77,1.93,15.44,0.31,1025.57,39.45,0.89
801033,化学原料,2026-01-05,3153.72,10.95,0.81,3.07,26.81,1.64,11.63,0.52,3289.33,57.71,1.9
801034,化学制品,2026-01-05,6846.79,19.14,0.8,4.1,29.29,2.38,22.28,1.67,8533.86,50.2,1.07
801014,饲料,2026-01-05,4500.53,2.91,-0.07,3.02,24.28,2.54,18.3,0.12,1065.93,62.7,1.33
801981,个护用品,2026-01-06,1609.62,0.55,-0.46,2.89,35.35,2.53,24.38,0.04,320.49,26.71,1.35
801044,普钢,2026-01-06,2555.04,22.65,1.81,3.7,33.02,0.95,4.07,0.29,2060.51,89.59,0.98
801963,炼化及贸易,2026-01-06,3053.14,12.94,2.94,3.0,24.93,1.36,11.63,0.49,3667.0,122.23,2.85
801971,环境治理,2026-01-06,1979.95,16.75,0.55,4.13,27.37,1.61,14.99,0.68,3201.81,30.21,1.27
801972,环保设备Ⅱ,2026-01-06,2021.66,2.96,0.75,4.58,44.08,2.2,16.53,0.15,760.71,28.17,1.06
801983,医疗美容,2026-01-06,1428.34,0.22,0.72,2.3,43.87,4.75,64.95,0.03,291.21,97.07,2.28
801962,油服工程,2026-01-06,2306.74,7.89,2.01,7.16,22.71,1.57,9.44,0.17,613.17,47.17,1.7
801992,航运港口,2026-01-06,3037.92,13.98,1.11,3.3,11.6,1.21,7.86,0.34,2544.2,74.83,4.36
801994,教育,2026-01-06,2450.5,7.22,0.8,7.18,105.25,4.76,13.61,0.2,633.16,39.57,0.39
801154,医药商业,2026-01-06,5447.17,8.6,1.27,7.19,21.31,1.45,16.28,0.38,1352.87,42.28,1.84
801736,风电设备,2026-01-06,2785.78,13.53,4.66,9.53,46.03,2.14,36.33,1.08,2366.21,81.59,0.6
801785,农商行Ⅱ,2026-01-06,806.37,3.78,-0.14,1.41,6.06,0.58,5.45,0.08,1539.93,153.99,4.86
801039,非金属材料Ⅱ,2026-01-06,4991.62,0.77,2.31,6.81,40.09,3.54,36.41,0.11,368.67,52.67,0.53
801961,油气开采Ⅱ,2026-01-06,2465.36,9.04,2.88,8.49,13.42,1.55,10.97,0.18,907.83,226.96,2.72
801741,航天装备Ⅱ,2026-01-06,40148.45,11.63,9.03,29.34,644.93,7.22,58.71,1.95,1660.16,207.52,0.09
801744,航海装备Ⅱ,2026-01-06,3129.45,5.5,1.68,6.41,41.63,2.13,23.08,0.4,2323.31,258.15,0.24
801742,航空装备Ⅱ,2026-01-06,11127.08,15.28,2.04,8.51,90.67,4.19,37.91,1.82,5824.73,126.62,0.41
801952,焦炭Ⅱ,2026-01-06,1449.07,3.67,2.65,4.97,,1.46,4.02,0.06,311.14,44.45,0.48
801995,电视广播Ⅱ,2026-01-06,1271.69,7.86,2.14,6.74,66.08,1.34,12.77,0.22,820.91,58.64,1.17
801881,摩托车及其他,2026-01-06,3786.3,1.59,2.03,2.53,35.19,3.88,52.47,0.13,1157.96,77.2,1.19
801737,电池,2026-01-06,24560.15,30.13,0.26,7.07,38.29,3.88,42.63,4.26,19783.69,208.25,0.77
801783,股份制银行Ⅱ,2026-01-06,4674.0,11.86,1.11,1.23,6.21,0.5,12.51,0.49,11027.12,1225.24,4.8
801782,国有大型银行Ⅱ,2026-01-06,1984.56,14.3,-0.47,1.35,7.67,0.64,7.13,0.38,7557.75,1259.62,5.36
801769,出版,2026-01-06,1614.25,3.81,0.28,3.88,22.15,1.7,12.72,0.18,920.21,31.73,2.16
801767,数字媒体,2026-01-06,1951.99,3.47,1.42,10.27,103.58,3.34,22.82,0.3,671.87,47.99,0.48
801766,影视院线,2026-01-06,1362.96,8.88,0.87,6.7,90.97,3.33,11.82,0.31,1169.91,61.57,0.26
801765,广告营销,2026-01-06,3037.54,28.24,0.59,11.23,51.23,4.92,13.48,1.33,2329.51,86.28,1.65
801764,游戏Ⅱ,2026-01-06,3756.26,17.11,1.0,6.6,40.97,4.27,34.55,1.06,4302.1,165.47,0.77
801745,军工电子Ⅱ,2026-01-06,7575.95,29.96,3.04,15.55,142.19,5.26,44.78,3.37,5998.28,95.21,0.27
801991,航空机场,2026-01-06,3383.36,11.47,0.53,2.92,66.84,3.06,16.53,0.25,2431.69,202.64,0.62
801743,地面兵装Ⅱ,2026-01-06,21247.0,4.59,3.47,10.05,149.91,4.14,35.6,0.39,884.99,73.75,0.18
801738,电网设备,2026-01-06,5642.76,36.13,1.29,7.23,32.72,2.99,20.36,1.96,8479.91,68.94,1.14
801951,煤炭开采,2026-01-06,3166.99,23.57,2.15,4.88,17.0,1.32,9.95,0.44,4138.82,137.96,3.4
801156,医疗服务,2026-01-06,6696.48,9.89,1.76,4.24,33.2,3.36,32.74,0.7,5328.1,104.47,0.87
801231,综合Ⅱ,2026-01-06,4124.07,5.09,2.89,5.16,58.27,2.58,9.46,0.21,826.4,55.09,0.24
801726,工程咨询服务Ⅱ,2026-01-06,2227.17,4.9,1.68,6.61,37.41,1.96,20.08,0.29,989.31,24.13,0.85
801724,专业工程,2026-01-06,1941.51,12.39,2.91,5.1,20.12,1.19,19.16,0.47,1745.52,44.76,1.57
801723,基础建设,2026-01-06,2341.48,17.34,1.16,2.95,10.09,0.64,9.44,0.49,3133.33,71.21,2.5
801207,旅游零售Ⅱ,2026-01-06,10620.19,0.58,0.33,6.34,54.76,3.34,90.59,0.21,826.03,826.03,1.44
801721,房屋建设Ⅱ,2026-01-06,3270.43,5.66,0.8,3.14,7.14,0.51,9.61,0.1,850.6,106.33,3.24
801722,装修装饰Ⅱ,2026-01-06,4644.4,5.6,0.21,5.54,83.29,2.5,10.75,0.25,588.26,25.58,0.72
801216,体育Ⅱ,2026-01-06,1840.21,0.31,0.8,3.75,598.44,3.51,12.19,0.01,80.14,40.07,0.17
801711,水泥,2026-01-06,5063.05,5.98,0.7,4.45,20.31,0.83,9.65,0.21,1284.03,61.14,2.68
801712,玻璃玻纤,2026-01-06,11750.1,8.64,0.51,8.2,35.4,2.22,12.55,0.44,1184.9,78.99,1.06
801223,通信服务,2026-01-06,2335.29,13.6,1.0,3.52,26.86,1.92,21.9,0.83,4027.56,103.27,2.15
801219,酒店餐饮,2026-01-06,1904.77,1.23,0.66,4.1,44.3,1.94,13.35,0.05,326.18,36.24,1.18
801218,专业服务,2026-01-06,6212.6,4.63,2.18,7.12,29.19,2.69,24.0,0.29,954.18,31.81,1.2
801713,装修建材,2026-01-06,5297.0,6.22,0.78,4.84,40.87,2.08,15.77,0.23,1450.83,41.45,3.8
801731,电机Ⅱ,2026-01-06,16808.37,6.3,0.26,8.87,69.14,4.44,32.78,0.59,1531.92,61.28,0.5
801982,化妆品,2026-01-06,7186.98,1.66,0.32,6.13,37.97,3.19,25.42,0.11,520.05,37.15,1.21
801206,互联网电商,2026-01-06,11820.19,2.77,0.24,3.05,41.74,2.9,19.83,0.13,706.31,39.24,0.54
801204,专业连锁Ⅱ,2026-01-06,4818.43,1.57,0.7,5.57,77.19,3.56,15.64,0.09,347.96,49.71,1.07
801203,一般零售,2026-01-06,3738.95,35.42,1.78,8.66,59.86,1.77,10.5,1.0,2634.54,45.42,1.04
801202,贸易Ⅱ,2026-01-06,4921.58,2.52,0.96,4.19,30.21,1.62,8.81,0.08,469.49,36.11,1.43
801194,保险Ⅱ,2026-01-06,1650.84,4.44,3.25,2.67,9.08,1.47,52.39,0.82,9754.39,1950.88,3.14
801193,证券Ⅱ,2026-01-06,7355.59,69.84,4.13,5.22,18.9,1.47,12.7,3.71,18219.16,364.38,1.12
801191,多元金融,2026-01-06,1354.99,14.64,2.27,5.64,30.97,1.47,11.04,0.55,1831.56,67.84,1.34
801183,房地产服务,2026-01-06,949.96,4.5,0.52,7.05,40.6,1.64,9.35,0.07,260.67,23.7,0.79
801181,房地产开发,2026-01-06,2600.37,47.39,1.31,4.79,62.44,0.81,6.45,1.06,4957.5,55.7,0.69
801179,铁路公路,2026-01-06,1625.97,11.5,0.75,2.94,16.97,0.96,8.92,0.3,2210.52,66.99,2.98
801178,物流,2026-01-06,4706.29,9.23,1.37,3.75,18.36,1.26,12.4,0.34,2798.52,59.54,2.34
801163,燃气Ⅱ,2026-01-06,3307.44,5.86,0.49,5.37,24.33,2.05,13.09,0.24,1062.74,36.65,2.11
801161,电力,2026-01-06,3215.34,37.98,0.9,3.07,19.22,1.58,8.21,1.03,9708.23,95.18,2.14
801993,旅游及景区,2026-01-06,2490.92,4.15,0.58,4.98,54.84,3.12,15.08,0.16,774.39,33.67,0.96
801784,城商行Ⅱ,2026-01-06,1018.29,9.64,0.68,1.41,5.68,0.52,9.32,0.35,6189.37,364.08,4.46
801126,非白酒,2026-01-06,3922.46,1.3,0.86,2.5,28.05,2.85,16.9,0.07,790.17,49.39,2.21
801152,生物制品,2026-01-06,6296.63,4.67,0.66,2.36,47.14,2.38,33.38,0.39,3782.75,74.17,1.04
801086,电子化学品Ⅱ,2026-01-06,8054.85,9.0,1.58,9.3,75.68,4.48,47.68,0.93,2675.15,78.68,0.42
801141,包装印刷,2026-01-06,3178.74,14.9,1.52,9.44,39.82,2.66,13.66,0.66,1391.9,33.95,1.28
801133,饰品,2026-01-06,1608.71,2.35,1.35,3.87,30.63,2.25,13.7,0.08,498.03,33.2,2.33
801132,服装家纺,2026-01-06,1594.26,10.26,0.87,5.58,29.54,1.87,13.84,0.37,1380.07,23.39,2.07
801131,纺织制造,2026-01-06,1997.23,6.06,0.93,6.38,24.97,1.85,14.73,0.27,830.83,26.8,2.18
801129,调味发酵品Ⅱ,2026-01-06,7079.87,2.42,0.95,3.17,29.46,3.67,18.7,0.13,1319.66,94.26,2.3
801128,休闲食品,2026-01-06,2045.71,1.85,1.91,4.38,37.15,3.16,28.84,0.13,802.48,34.89,2.18
801127,饮料乳品,2026-01-06,8040.83,3.89,0.31,3.03,25.68,3.49,25.53,0.21,2838.41,109.17,4.34
801153,医疗器械,2026-01-06,6735.25,13.41,1.16,5.41,41.14,2.85,37.45,1.33,6696.86,52.73,1.11
801125,白酒Ⅱ,2026-01-06,44604.84,1.38,0.38,1.65,18.87,4.52,119.6,0.51,11991.23,599.56,4.35
801124,食品加工,2026-01-06,14350.39,3.15,0.45,3.7,27.85,2.27,18.08,0.12,1088.51,43.54,2.8
801084,光学光电子,2026-01-06,1744.89,66.11,3.78,7.42,54.67,2.31,29.35,2.23,7185.47,78.1,0.61
801117,其他家电Ⅱ,2026-01-06,777.45,0.9,3.14,8.27,48.29,1.74,13.8,0.06,82.74,27.58,0.79
801085,消费电子,2026-01-06,10422.55,29.09,0.94,7.6,40.79,4.86,41.35,3.88,12901.33,143.35,0.6
801143,造纸,2026-01-06,2464.45,7.28,1.3,4.78,31.73,1.34,10.43,0.17,894.52,40.66,1.46
801142,家居用品,2026-01-06,1963.14,6.32,0.05,5.37,27.95,2.24,22.48,0.37,1719.97,23.56,2.04
801145,文娱用品,2026-01-06,1915.59,2.14,-0.27,6.14,46.0,3.37,21.56,0.1,489.13,22.23,0.99
801155,中药Ⅱ,2026-01-06,6392.42,11.19,0.66,2.91,27.3,2.29,18.05,0.48,4352.35,64.96,2.3
801104,软件开发,2026-01-06,7578.43,31.96,2.77,6.79,139.07,5.6,41.78,3.59,11556.96,87.55,0.29
801114,厨卫电器,2026-01-06,10143.14,1.01,0.32,4.61,19.14,1.94,14.32,0.05,262.19,29.13,3.57
801113,小家电,2026-01-06,5432.71,1.46,1.51,4.08,27.41,3.36,31.85,0.15,906.1,45.31,1.2
801112,黑色家电,2026-01-06,2278.39,3.42,0.14,4.23,28.29,2.61,25.31,0.15,961.72,96.17,1.13
801103,IT服务Ⅱ,2026-01-06,5795.1,34.91,1.92,6.38,127.34,4.16,27.85,2.56,9118.26,76.62,0.29
