指数代码,指数名称,发布日期,收盘指数,成交量,涨跌幅,换手率,市盈率,市净率,均价,成交额占比,流通市值,平均流通市值,股息率
801981,个护用品,2026-08-11,1253.65,0.59,-1.15,3.06,27.81,1.9,19.36,0.05,251.43,20.95,1.98
801982,化妆品,2026-08-11,5959.3,1.15,-0.49,4.29,29.39,2.54,22.03,0.11,425.7,32.75,1.49
801983,医疗美容,2026-08-11,1099.9,0.16,-1.35,1.57,38.84,3.39,48.53,0.03,234.39,78.13,1.29
801991,航空机场,2026-08-11,2324.81,6.5,-1.75,1.66,24.4,2.13,12.06,0.16,1642.86,136.9,0.95
801992,航运港口,2026-08-11,3307.22,12.1,-2.91,2.85,14.01,1.27,7.83,0.52,2796.2,82.24,3.41
801993,旅游及景区,2026-08-11,1921.9,2.27,-0.35,2.62,44.8,2.44,14.53,0.11,643.63,25.75,1.27
801994,教育,2026-08-11,1782.6,4.42,-1.77,3.98,98.22,4.38,13.78,0.16,519.72,30.57,0.45
801154,医药商业,2026-08-11,4772.8,10.64,1.59,8.74,18.83,1.26,13.73,0.53,1206.54,37.7,2.18
801951,煤炭开采,2026-08-11,3784.75,11.89,-0.25,4.24,20.22,1.53,12.1,0.65,4095.5,157.52,2.59
801736,风电设备,2026-08-11,2186.53,6.01,-3.08,3.94,32.95,1.62,24.58,0.53,1920.36,64.01,0.92
801995,电视广播Ⅱ,2026-08-11,1011.6,3.63,-0.33,3.16,64.53,1.11,9.81,0.11,648.49,46.32,1.29
801733,其他电源设备Ⅱ,2026-08-11,38556.0,6.18,0.37,3.77,61.87,3.33,39.21,0.88,2992.33,93.51,0.68
801735,光伏设备,2026-08-11,5606.59,15.75,1.76,3.7,46.17,2.76,30.53,1.75,7716.53,116.92,0.76
801156,医疗服务,2026-08-11,8646.61,17.77,-0.28,7.43,34.78,4.26,40.12,2.91,6908.35,135.46,0.85
801161,电力,2026-08-11,3309.02,60.43,0.38,3.87,21.25,1.58,8.4,2.24,11097.13,101.81,2.49
801163,燃气Ⅱ,2026-08-11,3182.32,3.62,-0.87,3.33,24.02,1.89,12.44,0.24,992.34,35.44,2.03
801178,物流,2026-08-11,4182.95,4.53,-0.39,1.83,16.68,1.11,11.25,0.21,2499.13,53.17,2.63
801179,铁路公路,2026-08-11,1492.79,8.05,-0.35,2.06,16.86,0.87,8.07,0.23,2033.32,61.62,3.32
801181,房地产开发,2026-08-11,2196.93,29.79,0.03,3.15,19.26,0.77,5.73,0.6,3851.03,46.4,0.8
801183,房地产服务,2026-08-11,745.51,2.67,-0.59,3.62,47.91,1.43,6.58,0.04,232.65,19.39,1.25
801191,多元金融,2026-08-11,1144.53,5.13,-0.66,2.06,20.58,1.21,8.57,0.19,1491.73,62.16,1.4
801193,证券Ⅱ,2026-08-11,6189.62,17.22,-0.69,1.27,15.32,1.18,10.69,1.06,15546.27,310.93,2.14
801194,保险Ⅱ,2026-08-11,1159.7,2.24,-1.51,1.32,6.73,0.99,37.11,0.4,6946.02,1389.2,4.67
801202,贸易Ⅱ,2026-08-11,4240.54,1.7,-0.92,2.79,22.72,1.33,7.55,0.07,411.76,34.31,1.76
801203,一般零售,2026-08-11,2747.39,14.76,-0.16,3.44,38.97,1.48,10.97,0.42,2159.41,35.99,1.15
801204,专业连锁Ⅱ,2026-08-11,3711.8,1.48,1.36,5.14,61.13,2.8,10.84,0.07,268.84,38.41,1.42
801206,互联网电商,2026-08-11,10115.97,2.99,-0.91,3.17,33.78,2.44,16.25,0.16,615.46,34.19,0.91
801155,中药Ⅱ,2026-08-11,5796.27,18.03,0.1,4.67,24.08,2.0,16.69,0.78,3975.75,60.24,2.94
801216,体育Ⅱ,2026-08-11,1483.6,0.27,-0.36,3.36,,3.11,9.56,0.01,64.5,32.25,
801207,旅游零售Ⅱ,2026-08-11,6497.71,0.39,-1.31,2.31,30.57,2.11,30.11,0.07,542.06,271.03,1.18
801726,工程咨询服务Ⅱ,2026-08-11,2258.81,6.53,2.36,8.38,49.36,2.03,17.2,0.55,1010.62,25.27,0.76
801724,专业工程,2026-08-11,1768.67,6.34,-1.14,2.63,20.68,1.06,20.11,0.35,1616.78,43.7,1.92
801723,基础建设,2026-08-11,2079.2,10.3,-0.62,1.83,9.41,0.49,7.96,0.23,2445.74,61.14,2.77
801722,装修装饰Ⅱ,2026-08-11,4005.03,3.77,1.6,3.84,70.14,2.44,11.35,0.17,502.3,22.83,0.89
801721,房屋建设Ⅱ,2026-08-11,2767.37,3.94,-0.19,2.17,7.42,0.44,8.04,0.09,728.12,91.01,3.91
801713,装修建材,2026-08-11,4422.85,3.37,-0.64,2.62,34.65,1.72,15.1,0.17,1209.53,34.56,2.67
801731,电机Ⅱ,2026-08-11,12992.59,3.1,1.11,4.12,50.02,3.29,29.69,0.37,1250.78,48.11,0.73
801711,水泥,2026-08-11,4039.31,4.25,-1.43,3.17,21.29,0.67,7.79,0.18,1010.37,48.11,2.91
801231,综合Ⅱ,2026-08-11,4203.7,4.32,-0.68,3.66,92.24,2.73,7.81,0.14,973.87,48.69,0.26
801223,通信服务,2026-08-11,2173.61,9.24,-0.12,2.38,26.58,1.75,20.35,0.65,3782.82,102.24,2.24
801219,酒店餐饮,2026-08-11,1515.2,1.55,-0.83,5.19,27.52,1.6,10.24,0.06,259.47,28.83,1.97
801218,专业服务,2026-08-11,5593.24,2.48,-1.68,3.72,27.39,2.32,21.14,0.19,884.08,30.49,1.4
801712,玻璃玻纤,2026-08-11,21102.55,8.65,-0.64,8.06,59.53,3.62,24.42,1.46,2171.69,135.73,0.65
801114,厨卫电器,2026-08-12,7975.69,0.83,1.41,3.79,21.38,1.52,10.79,0.05,206.34,22.93,3.49
801113,小家电,2026-08-12,4086.94,1.15,-0.26,3.1,23.7,2.48,25.46,0.11,684.39,34.22,1.53
801112,黑色家电,2026-08-12,1922.86,1.53,0.16,1.99,29.3,2.06,20.26,0.08,781.12,86.79,1.43
801111,白色家电,2026-08-12,19323.64,1.61,-1.18,1.01,11.63,2.1,20.23,0.25,6629.48,602.68,5.09
801092,汽车服务,2026-08-12,449.55,0.84,0.68,1.98,41.27,1.73,6.77,0.03,235.3,26.14,0.73
801104,软件开发,2026-08-12,6021.01,22.39,0.19,4.69,89.63,4.43,32.25,2.61,9414.77,72.42,0.46
801101,计算机设备,2026-08-12,2945.77,10.51,0.46,3.7,39.83,3.67,27.47,1.36,6599.32,80.48,1.26
801102,通信设备,2026-08-12,9619.38,24.78,3.84,7.55,69.92,9.75,77.05,9.1,24865.06,292.53,0.3
801096,商用车,2026-08-12,6928.67,4.38,1.26,3.4,22.72,2.6,11.45,0.34,1320.03,101.54,2.94
801095,乘用车,2026-08-12,14459.61,3.35,0.64,1.92,25.45,1.66,24.33,0.29,3635.51,454.44,0.92
801093,汽车零部件,2026-08-12,7391.93,25.92,0.92,3.24,25.67,2.37,22.61,2.32,11887.84,49.12,1.28
801115,照明设备Ⅱ,2026-08-12,4376.08,1.01,1.01,2.56,53.08,1.95,23.4,0.06,264.44,22.04,1.5
801103,IT服务Ⅱ,2026-08-12,4953.13,27.56,0.69,4.66,117.5,3.48,22.98,2.56,8069.33,66.14,0.28
801116,家电零部件Ⅱ,2026-08-12,6658.28,3.16,0.26,3.45,38.97,3.54,19.69,0.34,1644.68,56.71,0.95
801131,纺织制造,2026-08-12,1766.62,3.39,0.63,3.47,23.29,1.65,13.35,0.2,768.65,24.02,2.42
801124,食品加工,2026-08-12,12722.08,3.79,0.66,4.44,25.44,2.06,15.57,0.16,975.42,39.02,3.14
801125,白酒Ⅱ,2026-08-12,37862.9,2.77,0.39,3.32,20.32,3.77,108.0,0.83,10131.74,533.25,4.04
801126,非白酒,2026-08-12,3487.3,1.17,0.63,2.25,23.81,2.51,14.58,0.09,702.2,43.89,2.61
801127,饮料乳品,2026-08-12,7126.65,4.58,0.1,3.53,17.82,2.94,18.92,0.36,2592.03,99.69,3.98
801128,休闲食品,2026-08-12,1672.35,1.64,1.02,3.93,18.48,1.98,16.06,0.12,513.09,23.32,2.59
801129,调味发酵品Ⅱ,2026-08-12,7035.36,4.82,0.86,6.19,28.86,3.59,16.85,0.32,1376.97,98.36,2.37
801132,服装家纺,2026-08-12,1508.41,7.07,0.64,3.83,28.02,1.77,11.78,0.31,1311.48,22.23,2.56
801133,饰品,2026-08-12,1413.27,5.17,0.08,8.47,20.9,1.89,11.31,0.15,440.29,29.35,2.6
801141,包装印刷,2026-08-12,2766.09,5.07,1.48,3.19,37.39,2.26,11.56,0.26,1184.47,29.61,1.49
801142,家居用品,2026-08-12,1629.73,4.63,1.28,3.83,28.35,1.84,17.62,0.28,1447.8,19.83,2.19
801143,造纸,2026-08-12,2117.59,5.32,0.74,3.5,29.26,1.18,10.77,0.17,764.52,33.24,1.58
801145,文娱用品,2026-08-12,1689.93,1.21,1.48,3.97,41.45,2.95,17.16,0.08,412.37,20.62,1.12
801151,化学制药,2026-08-12,12330.25,36.96,0.02,6.23,42.15,3.22,24.27,2.93,10477.57,70.32,0.94
801086,电子化学品Ⅱ,2026-08-12,12427.39,8.35,1.77,8.06,105.24,6.87,60.69,2.02,4434.98,126.71,0.32
801117,其他家电Ⅱ,2026-08-12,539.58,0.25,1.49,2.22,43.84,1.24,9.2,0.01,61.8,20.6,1.43
801152,生物制品,2026-08-12,5751.57,5.93,-0.2,3.01,45.17,2.26,32.05,0.93,3427.64,67.21,1.02
801011,林业Ⅱ,2026-08-12,1709.23,1.31,1.97,6.86,5326.83,5.94,11.38,0.05,138.37,34.59,0.01
801084,光学光电子,2026-08-12,1860.69,34.65,1.88,3.79,61.61,2.51,32.96,2.38,8031.77,86.36,0.62
801012,农产品加工,2026-08-12,2164.39,2.61,0.07,2.98,39.83,1.97,12.93,0.15,752.0,32.7,1.8
801014,饲料,2026-08-12,3563.16,2.87,0.2,2.4,46.87,2.02,13.82,0.16,990.87,55.05,1.27
801015,渔业,2026-08-12,702.69,0.98,1.23,3.52,147.01,2.4,5.18,0.02,101.95,16.99,0.19
801016,种植业,2026-08-12,2269.46,3.64,0.56,3.41,36.59,2.15,7.59,0.12,708.61,35.43,1.23
801017,养殖业,2026-08-12,2668.9,5.62,-0.38,2.4,36.06,2.39,12.21,0.32,2537.31,115.33,2.7
801018,动物保健Ⅱ,2026-08-12,4647.48,0.66,1.93,2.27,45.32,2.08,13.87,0.06,338.16,37.57,1.35
801019,农业综合Ⅱ,2026-08-12,1188.74,0.21,1.12,1.97,38.15,1.32,4.53,0.01,48.79,24.39,2.0
801032,化学纤维,2026-08-12,4552.59,3.3,0.32,2.57,39.84,1.75,12.84,0.15,1033.97,39.77,0.89
801033,化学原料,2026-08-12,3307.89,11.72,0.11,3.23,30.69,1.75,11.68,0.74,3475.67,60.98,1.61
801034,化学制品,2026-08-12,6715.53,24.35,0.43,5.04,28.73,2.3,20.8,2.33,8594.18,50.26,1.45
801036,塑料,2026-08-12,4955.5,11.95,0.85,6.05,64.76,3.42,28.15,1.23,3425.93,47.58,0.56
801037,橡胶,2026-08-12,4729.22,1.74,1.14,3.74,58.42,2.61,18.75,0.14,534.19,31.42,0.68
801038,农化制品,2026-08-12,5209.73,10.76,0.37,2.99,20.5,2.19,15.76,0.73,4866.83,82.49,1.63
801039,非金属材料Ⅱ,2026-08-12,6421.73,0.81,4.78,5.91,59.4,3.62,48.29,0.26,542.32,67.79,0.45
801085,消费电子,2026-08-12,10304.39,16.6,1.24,4.08,37.82,4.66,42.68,3.53,13228.9,145.37,0.79
801043,冶钢原料,2026-08-12,3228.34,2.01,1.0,2.12,44.76,1.8,10.46,0.1,611.57,67.95,1.55
801045,特钢Ⅱ,2026-08-12,3832.07,2.02,0.72,1.74,17.03,1.22,10.78,0.07,711.23,59.27,3.12
801051,金属新材料,2026-08-12,9465.26,3.18,1.37,3.61,67.38,4.08,38.79,0.43,1796.85,56.15,0.58
801053,贵金属,2026-08-12,26975.19,8.87,2.08,7.58,24.69,4.28,29.26,1.1,2984.69,271.34,0.75
801054,小金属,2026-08-12,38792.5,9.52,1.52,7.32,54.07,5.41,41.08,2.51,5246.91,194.33,0.57
801055,工业金属,2026-08-12,3460.38,37.33,0.97,4.18,16.47,2.9,16.15,3.09,14503.61,245.82,1.6
801056,能源金属,2026-08-12,17489.5,4.23,0.41,7.25,26.15,2.31,53.98,0.97,2761.36,251.03,0.44
801072,通用设备,2026-08-12,8157.17,33.78,2.17,6.3,67.84,3.99,44.16,3.43,9975.81,45.76,0.57
801074,专用设备,2026-08-12,11966.56,20.44,1.25,3.87,44.25,3.21,27.73,2.14,7904.02,43.67,0.88
801076,轨交设备Ⅱ,2026-08-12,5712.29,3.64,0.89,1.85,18.77,1.22,15.75,0.16,1353.56,45.12,3.21
801077,工程机械,2026-08-12,21839.29,6.3,-0.21,2.33,19.17,1.92,24.94,0.4,3640.69,130.02,2.22
801078,自动化设备,2026-08-12,20878.0,8.78,0.95,4.67,80.09,5.92,54.42,2.28,7690.98,97.35,0.35
801081,半导体,2026-08-12,10249.29,34.37,2.16,6.02,124.4,9.56,133.97,16.47,53852.49,302.54,0.13
801082,其他电子Ⅱ,2026-08-12,16849.54,6.88,2.13,7.67,59.34,5.6,39.17,1.2,2301.89,69.75,0.33
801083,元件,2026-08-12,23401.89,22.08,2.48,9.81,83.46,10.3,73.93,7.06,16655.59,273.04,0.45
801044,普钢,2026-08-12,2077.15,12.87,0.4,2.2,36.66,0.78,3.07,0.24,1534.82,69.76,1.65
801153,医疗器械,2026-08-12,5847.74,8.18,0.28,3.31,37.71,2.44,31.79,1.13,6069.55,47.05,1.25
801735,光伏设备,2026-08-12,5692.05,18.41,1.52,4.33,46.88,2.81,31.21,1.94,7834.14,118.7,0.74
801155,中药Ⅱ,2026-08-12,5768.19,17.15,-0.48,4.44,23.96,1.99,16.63,0.83,3958.16,59.97,2.95
801742,航空装备Ⅱ,2026-08-12,8452.76,3.96,1.31,2.21,65.87,3.15,29.97,0.71,4478.49,99.52,0.54
801743,地面兵装Ⅱ,2026-08-12,15375.03,1.75,0.38,3.73,113.13,2.96,25.9,0.21,655.45,54.62,0.36
801744,航海装备Ⅱ,2026-08-12,3111.6,1.7,-0.27,1.93,26.55,2.12,33.0,0.25,2486.01,248.6,0.73
801745,军工电子Ⅱ,2026-08-12,6142.18,6.12,0.77,3.27,94.64,4.41,39.44,0.98,4919.72,80.65,0.32
801764,游戏Ⅱ,2026-08-12,2928.01,9.53,0.4,3.65,25.08,3.31,28.5,0.62,3378.57,129.94,1.28
801765,广告营销,2026-08-12,2759.64,23.26,1.53,9.12,63.54,4.48,11.94,1.41,2154.23,76.94,2.66
801766,影视院线,2026-08-12,1126.98,13.11,1.94,10.01,263.03,2.81,9.52,0.63,958.4,50.44,0.27
801767,数字媒体,2026-08-12,1649.68,2.08,1.39,6.01,67.77,2.74,20.46,0.19,578.9,41.35,0.51
801769,出版,2026-08-12,1430.85,3.01,0.4,2.82,22.87,1.52,11.09,0.22,837.33,28.87,2.08
801782,国有大型银行Ⅱ,2026-08-12,1903.84,13.66,-0.57,1.29,7.24,0.6,6.98,0.51,7254.52,1209.09,4.11
801783,股份制银行Ⅱ,2026-08-12,4145.05,7.62,-0.37,0.79,5.51,0.44,11.22,0.35,9779.19,1086.58,5.35
801784,城商行Ⅱ,2026-08-12,1040.82,5.96,-0.16,0.9,5.85,0.52,9.66,0.25,6118.55,359.91,4.68
801785,农商行Ⅱ,2026-08-12,757.43,2.81,0.17,1.04,5.65,0.53,4.91,0.07,1422.12,142.21,4.76
801881,摩托车及其他,2026-08-12,3352.28,0.73,-1.76,1.61,25.73,3.17,51.34,0.11,847.24,56.48,2.08
801951,煤炭开采,2026-08-12,3725.41,9.42,-1.57,3.36,19.9,1.51,11.93,0.55,4031.29,155.05,2.63
801952,焦炭Ⅱ,2026-08-12,1157.18,2.48,0.93,3.31,579.35,1.25,3.35,0.05,252.41,36.06,0.46
801961,油气开采Ⅱ,2026-08-12,2620.56,3.71,-1.72,3.43,15.96,1.61,11.68,0.14,1017.91,254.48,2.28
801962,油服工程,2026-08-12,2364.9,5.71,-1.93,5.04,25.56,1.59,10.65,0.28,643.09,49.47,1.62
801963,炼化及贸易,2026-08-12,3024.29,9.12,-1.44,2.03,20.51,1.28,10.48,0.47,3748.93,124.96,2.09
801971,环境治理,2026-08-12,1892.62,12.43,1.08,2.98,23.84,1.46,13.82,0.57,3093.18,29.74,1.32
801972,环保设备Ⅱ,2026-08-12,2194.79,4.13,1.74,6.22,40.67,2.39,18.19,0.26,838.44,32.25,1.02
801981,个护用品,2026-08-12,1250.47,0.46,-0.25,2.4,27.72,1.9,19.33,0.04,250.79,20.9,1.99
801982,化妆品,2026-08-12,5979.78,1.1,0.34,4.1,29.54,2.55,22.07,0.11,427.16,32.86,1.49
801983,医疗美容,2026-08-12,1100.66,0.14,0.07,1.35,38.87,3.39,48.59,0.04,234.55,78.18,1.29
801991,航空机场,2026-08-12,2337.4,5.03,0.54,1.29,24.53,2.15,12.13,0.12,1651.75,137.65,0.95
801992,航运港口,2026-08-12,3337.48,10.05,0.91,2.37,14.13,1.28,7.87,0.45,2821.78,82.99,3.38
801993,旅游及景区,2026-08-12,1929.68,2.56,0.4,2.95,44.98,2.45,14.49,0.16,646.23,25.85,1.27
801994,教育,2026-08-12,1825.13,5.19,2.39,4.68,100.56,4.49,13.96,0.2,532.11,31.3,0.44
801154,医药商业,2026-08-12,4753.61,9.83,-0.4,8.07,18.75,1.25,13.7,0.52,1201.69,37.55,2.19
801741,航天装备Ⅱ,2026-08-12,25702.25,1.64,2.43,3.89,377.86,4.73,39.52,0.3,1146.38,127.38,0.09
801738,电网设备,2026-08-12,5628.81,26.35,1.09,4.87,32.1,2.86,20.28,1.99,8852.44,70.26,1.14
801995,电视广播Ⅱ,2026-08-12,1032.16,4.3,2.03,3.74,65.89,1.13,9.91,0.13,661.67,47.26,1.27
801736,风电设备,2026-08-12,2236.31,5.21,2.28,3.41,33.72,1.65,25.08,0.48,1965.37,65.51,0.9
801737,电池,2026-08-12,23816.82,17.2,1.05,3.97,28.15,3.44,38.45,3.21,20537.49,211.73,1.35
801156,医疗服务,2026-08-12,8624.46,17.39,-0.26,7.26,34.66,4.24,40.18,2.56,6890.66,135.11,0.86
801161,电力,2026-08-12,3293.26,57.68,-0.48,3.7,21.15,1.57,8.37,2.25,11044.26,101.32,2.5
801163,燃气Ⅱ,2026-08-12,3175.77,3.02,-0.21,2.77,23.97,1.88,12.44,0.18,990.29,35.37,2.04
801178,物流,2026-08-12,4174.95,3.9,-0.19,1.57,16.65,1.11,11.35,0.2,2494.35,53.07,2.64
801179,铁路公路,2026-08-12,1495.68,8.14,0.19,2.09,16.9,0.87,8.17,0.25,2037.27,61.74,3.31
801181,房地产开发,2026-08-12,2273.07,45.96,3.47,4.86,19.93,0.79,5.91,1.01,3984.49,48.01,0.77
801183,房地产服务,2026-08-12,770.17,3.97,3.31,5.39,49.5,1.48,6.82,0.08,240.35,20.03,1.21
801191,多元金融,2026-08-12,1153.54,5.76,0.79,2.31,20.75,1.22,8.66,0.21,1503.48,62.65,1.39
801194,保险Ⅱ,2026-08-12,1161.26,1.65,0.13,0.98,6.74,0.99,37.24,0.32,6955.34,1391.07,4.66
801202,贸易Ⅱ,2026-08-12,4252.48,1.42,0.28,2.33,22.78,1.33,7.57,0.06,412.92,34.41,1.76
801203,一般零售,2026-08-12,2771.16,17.17,0.86,4.0,39.32,1.49,11.08,0.5,2180.79,36.35,1.15
801204,专业连锁Ⅱ,2026-08-12,3698.33,0.99,-0.36,3.45,60.84,2.79,10.84,0.05,267.86,38.27,1.43
801206,互联网电商,2026-08-12,10235.46,3.2,1.18,3.39,34.22,2.47,16.41,0.18,622.73,34.6,0.9
801207,旅游零售Ⅱ,2026-08-12,6521.26,0.44,0.36,2.63,30.68,2.11,30.23,0.08,544.03,272.01,1.17
801193,证券Ⅱ,2026-08-12,6210.03,18.25,0.33,1.34,15.37,1.19,10.76,1.13,15597.51,311.95,2.14
801218,专业服务,2026-08-12,5656.42,2.44,1.13,3.65,27.8,2.34,21.45,0.21,896.82,30.92,1.38
801733,其他电源设备Ⅱ,2026-08-12,39501.88,5.73,2.45,3.5,63.41,3.42,40.39,0.96,3065.74,95.8,0.66
801216,体育Ⅱ,2026-08-12,1506.34,0.32,1.53,3.99,,3.16,9.68,0.01,65.49,32.75,
801726,工程咨询服务Ⅱ,2026-08-12,2314.1,8.43,2.45,10.82,50.75,2.09,17.4,0.87,1035.36,25.88,0.74
801724,专业工程,2026-08-12,1786.15,5.98,0.99,2.48,20.88,1.07,20.54,0.34,1632.75,44.13,1.9
801723,基础建设,2026-08-12,2086.54,13.73,0.35,2.44,9.44,0.49,8.06,0.3,2454.37,61.36,2.76
801722,装修装饰Ⅱ,2026-08-12,4169.63,4.47,4.11,4.55,73.02,2.56,11.6,0.21,522.94,23.77,0.85
801721,房屋建设Ⅱ,2026-08-12,2769.88,5.63,0.09,3.1,7.43,0.44,8.09,0.11,728.78,91.1,3.9
801731,电机Ⅱ,2026-08-12,13018.22,2.69,0.2,3.58,50.11,3.3,29.95,0.3,1253.26,48.2,0.73
801712,玻璃玻纤,2026-08-12,21299.45,7.69,0.93,7.17,60.29,3.67,24.66,1.33,2191.95,137.0,0.65
801219,酒店餐饮,2026-08-12,1523.34,1.58,0.54,5.29,27.65,1.61,10.31,0.06,260.86,28.98,1.96
801711,水泥,2026-08-12,4039.2,3.39,0.0,2.53,21.29,0.67,7.79,0.15,1010.34,48.11,2.91
801231,综合Ⅱ,2026-08-12,4333.57,6.53,3.09,5.52,95.09,2.82,7.96,0.19,1003.95,50.2,0.25
801223,通信服务,2026-08-12,2182.13,10.19,0.39,2.62,26.65,1.76,20.66,0.81,3797.65,102.64,2.23
801713,装修建材,2026-08-12,4504.05,3.66,1.84,2.85,35.29,1.75,15.41,0.22,1231.74,35.19,2.63
801114,厨卫电器,2026-08-13,7978.58,1.16,0.04,5.26,21.38,1.52,10.79,0.06,206.41,22.93,3.49
801113,小家电,2026-08-13,4014.37,1.67,-1.78,4.51,23.29,2.43,25.04,0.1,672.24,33.61,1.56
801112,黑色家电,2026-08-13,1923.34,2.99,0.03,3.88,29.31,2.06,19.89,0.12,781.32,86.81,1.43
801111,白色家电,2026-08-13,19299.76,1.44,-0.12,0.9,11.62,2.1,20.15,0.19,6621.28,601.93,5.09
801104,软件开发,2026-08-13,5924.89,27.63,-1.6,5.79,88.23,4.36,31.71,2.9,9264.48,71.27,0.47
801102,通信设备,2026-08-13,9656.99,29.92,0.39,9.11,70.18,9.77,77.4,8.95,24968.6,293.75,0.29
801101,计算机设备,2026-08-13,2956.93,15.03,0.38,5.29,40.0,3.69,27.31,2.02,6624.32,80.78,1.26
801096,商用车,2026-08-13,6770.08,3.54,-2.29,2.74,22.39,2.55,11.21,0.2,1300.55,100.04,2.98
801095,乘用车,2026-08-13,14266.56,3.18,-1.34,1.82,25.11,1.64,23.92,0.24,3586.98,448.37,0.93
801093,汽车零部件,2026-08-13,7303.6,26.95,-1.2,3.36,25.32,2.33,22.45,2.11,11752.0,48.56,1.45
801115,照明设备Ⅱ,2026-08-13,4329.58,1.25,-1.06,3.19,52.66,1.94,23.2,0.06,261.63,21.8,1.51
801103,IT服务Ⅱ,2026-08-13,4929.78,41.22,-0.47,6.98,116.91,3.46,22.84,3.33,8031.42,65.83,0.28
801116,家电零部件Ⅱ,2026-08-13,6541.65,3.59,-1.75,3.92,38.32,3.48,19.37,0.31,1615.87,55.72,0.96
801151,化学制药,2026-08-13,12397.32,45.01,0.54,7.59,42.39,3.24,24.49,3.26,10534.88,70.7,0.93
801124,食品加工,2026-08-13,12655.46,4.65,-0.52,5.45,25.31,2.05,15.44,0.16,970.31,38.81,3.16
801125,白酒Ⅱ,2026-08-13,38140.11,2.79,0.73,3.35,20.47,3.8,108.89,0.71,10204.14,537.06,4.0
801126,非白酒,2026-08-13,3486.3,1.43,-0.03,2.75,23.81,2.51,14.58,0.08,702.0,43.87,2.61
801127,饮料乳品,2026-08-13,7113.74,5.3,-0.18,4.09,17.79,2.93,18.94,0.32,2587.33,99.51,3.99
801128,休闲食品,2026-08-13,1657.71,2.05,-0.87,4.93,18.32,1.96,15.88,0.12,508.6,23.12,2.61
801129,调味发酵品Ⅱ,2026-08-13,7013.77,5.36,-0.31,6.9,28.77,3.58,16.9,0.32,1372.75,98.05,2.38
801131,纺织制造,2026-08-13,1742.24,4.04,-1.38,4.14,22.97,1.63,13.09,0.19,758.04,23.69,2.45
801132,服装家纺,2026-08-13,1483.98,6.91,-1.62,3.75,27.56,1.74,11.59,0.26,1290.24,21.87,2.6
801133,饰品,2026-08-13,1376.85,4.82,-2.58,7.89,20.36,1.84,11.1,0.12,428.95,28.6,2.67
801141,包装印刷,2026-08-13,2720.64,4.9,-1.64,3.08,36.77,2.22,11.39,0.21,1165.25,29.13,1.51
801142,家居用品,2026-08-13,1603.72,4.6,-1.6,3.81,27.86,1.81,17.37,0.24,1424.92,19.52,2.22
801143,造纸,2026-08-13,2080.02,4.5,-1.77,2.96,28.74,1.16,10.58,0.13,750.96,32.65,1.6
801145,文娱用品,2026-08-13,1677.88,1.26,-0.71,4.13,41.17,2.93,17.04,0.08,409.43,20.47,1.13
801092,汽车服务,2026-08-13,441.46,1.07,-1.8,2.51,40.53,1.7,6.65,0.03,231.07,25.67,0.75
801117,其他家电Ⅱ,2026-08-13,536.37,0.45,-0.59,4.04,43.58,1.24,9.09,0.01,61.44,20.48,1.44
801086,电子化学品Ⅱ,2026-08-13,12113.05,9.97,-2.53,9.63,102.54,6.7,59.54,2.06,4322.8,123.51,0.33
801051,金属新材料,2026-08-13,9350.14,3.71,-1.22,4.22,66.61,4.03,38.19,0.42,1774.99,55.47,0.59
801084,光学光电子,2026-08-13,1838.56,43.98,-1.19,4.82,60.89,2.48,32.58,2.35,7936.25,85.34,0.63
801012,农产品加工,2026-08-13,2128.12,3.55,-1.68,4.06,39.16,1.94,12.74,0.14,739.4,32.15,1.83
801014,饲料,2026-08-13,3539.01,2.98,-0.68,2.49,46.59,2.01,13.63,0.12,984.16,54.68,1.28
801015,渔业,2026-08-13,705.64,1.35,0.42,4.87,147.62,2.4,5.19,0.02,102.37,17.06,0.19
801016,种植业,2026-08-13,2245.48,4.24,-1.06,3.98,36.21,2.12,7.5,0.12,701.12,35.06,1.24
801017,养殖业,2026-08-13,2681.3,5.86,0.46,2.5,36.23,2.4,12.18,0.27,2549.1,115.87,2.69
801018,动物保健Ⅱ,2026-08-13,4612.14,0.61,-0.76,2.1,44.97,2.07,13.75,0.04,335.59,37.29,1.36
801019,农业综合Ⅱ,2026-08-13,1157.06,0.31,-2.67,2.87,37.13,1.29,4.4,0.01,47.49,23.74,2.06
801032,化学纤维,2026-08-13,4492.21,3.96,-1.33,3.09,39.32,1.73,12.64,0.14,1020.26,39.24,0.9
801033,化学原料,2026-08-13,3240.81,14.19,-2.03,3.91,30.07,1.71,11.47,0.77,3405.18,59.74,1.64
801034,化学制品,2026-08-13,6595.66,26.06,-1.78,5.39,28.21,2.26,20.49,2.38,8443.99,49.38,1.48
801036,塑料,2026-08-13,4898.51,12.78,-1.15,6.47,64.01,3.38,27.94,1.15,3386.53,47.04,0.57
801037,橡胶,2026-08-13,4638.88,1.79,-1.91,3.85,57.3,2.56,18.41,0.12,523.99,30.82,0.69
801038,农化制品,2026-08-13,5036.12,12.85,-3.33,3.58,19.81,2.11,15.35,0.73,4704.33,79.73,1.68
801039,非金属材料Ⅱ,2026-08-13,6303.5,0.88,-1.84,6.45,58.35,3.55,47.44,0.27,532.33,66.54,0.46
801085,消费电子,2026-08-13,10217.99,21.03,-0.84,5.17,37.52,4.63,42.2,3.71,13118.68,144.16,0.8
